Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Gardner-Webb,Landis Max,265,0.507,48.7%,11.7%,61.3%,26.3%,25.3%,38.8%,38.5%,63.0%,33.5%,71.4%,20.0%,67.9%,
Gardner-Webb,Dawson Jason,220,0.478,44.3%,12.3%,44.4%,8.3%,27.3%,30.0%,5.6%,60.5%,33.8%,48.9%,23.6%,75.0%,
Gardner-Webb,Johnson Stefon,203,0.518,49.3%,49.3%,68.0%,60.3%,50.7%,31.1%,56.2%,0.0%,---,---,32.5%,65.2%,
Gardner-Webb,Hartley Kevin,172,0.476,46.5%,20.3%,60.0%,47.6%,19.2%,24.2%,12.5%,60.5%,32.7%,97.1%,16.9%,58.6%,
Gardner-Webb,Buggs Laron,154,0.482,40.9%,41.6%,50.0%,18.8%,35.1%,29.6%,6.2%,23.4%,27.8%,60.0%,53.2%,73.2%,
Gardner-Webb,Byron Mike,127,0.559,52.8%,66.9%,68.2%,72.4%,33.1%,21.4%,33.3%,0.0%,---,---,55.1%,64.3%,
Gardner-Webb,Harper Donta,124,0.549,53.2%,54.0%,65.7%,47.7%,39.5%,44.9%,36.4%,6.5%,0.0%,---,47.6%,59.3%,
Gardner-Webb,Strange Tyler,123,0.455,43.9%,33.3%,48.8%,5.0%,13.0%,25.0%,25.0%,53.7%,30.3%,80.0%,30.1%,54.1%,
Gardner-Webb,Brown David,43,0.512,52.3%,2.3%,0.0%,---,0.0%,---,---,97.7%,35.7%,93.3%,4.7%,0.0%,
Gardner-Webb,Hensley Corey,31,0.448,41.9%,32.3%,80.0%,100.0%,67.7%,23.8%,60.0%,0.0%,---,---,32.3%,60.0%,
Gardner-Webb,Butler Santoine,30,0.673,66.7%,73.3%,77.3%,70.6%,26.7%,37.5%,66.7%,0.0%,---,---,50.0%,66.7%,
Gardner-Webb,Mitchell Jamal,6,0.570,50.0%,50.0%,66.7%,100.0%,50.0%,33.3%,100.0%,0.0%,---,---,66.7%,75.0%,
Gardner-Webb,Royster Jay,2,0.404,50.0%,50.0%,100.0%,100.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,
Gardner-Webb,Total,1804,0.501,46.8%,32.4%,61.2%,48.9%,33.5%,33.1%,30.5%,34.0%,31.1%,72.3%,34.4%,66.8%,
NJIT,Wilkerson Isaiah,412,0.540,48.8%,32.8%,60.0%,24.7%,38.6%,34.0%,22.2%,28.6%,37.3%,81.8%,34.2%,81.6%,
NJIT,Flores Chris,364,0.524,50.3%,26.1%,58.9%,25.0%,26.9%,34.7%,38.2%,47.0%,36.3%,71.0%,20.3%,70.3%,
NJIT,Kearse Lamar,224,0.445,41.7%,30.8%,53.6%,35.1%,22.3%,32.0%,12.5%,46.9%,25.7%,85.2%,30.4%,60.3%,
NJIT,Woods Ryan,210,0.598,57.1%,13.8%,69.0%,30.0%,24.3%,37.3%,15.8%,61.9%,41.5%,85.2%,24.3%,78.4%,
NJIT,Miller Pj,161,0.495,45.0%,53.4%,58.1%,56.0%,43.5%,30.0%,23.8%,3.1%,20.0%,100.0%,59.0%,62.1%,
NJIT,Ohri Arjun,154,0.545,52.6%,9.1%,64.3%,33.3%,16.9%,34.6%,33.3%,74.0%,36.8%,95.2%,9.1%,92.9%,
NJIT,Schickel Sammy,76,0.568,56.6%,5.3%,100.0%,25.0%,23.7%,33.3%,16.7%,71.1%,40.7%,100.0%,3.9%,66.7%,
NJIT,Regis Ryan,66,0.512,47.0%,57.6%,60.5%,69.6%,42.4%,28.6%,87.5%,0.0%,---,---,60.6%,62.5%,
NJIT,Silcott Kherel,55,0.538,49.1%,90.9%,50.0%,64.0%,9.1%,40.0%,0.0%,0.0%,---,---,60.0%,66.7%,
NJIT,Jones Marques,50,0.381,36.0%,10.0%,60.0%,66.7%,32.0%,37.5%,50.0%,58.0%,20.7%,83.3%,16.0%,62.5%,
NJIT,Frick Garrett,36,0.545,58.3%,66.7%,70.8%,58.8%,27.8%,40.0%,75.0%,5.6%,0.0%,---,36.1%,30.8%,
NJIT,Nweke Odera,23,0.475,43.5%,65.2%,46.7%,57.1%,17.4%,75.0%,100.0%,17.4%,0.0%,---,30.4%,71.4%,
NJIT,McCarthy Sean,14,0.489,42.9%,92.9%,38.5%,80.0%,7.1%,100.0%,100.0%,0.0%,---,---,35.7%,80.0%,
NJIT,Holiday Daquan,12,0.720,66.7%,75.0%,77.8%,57.1%,25.0%,33.3%,100.0%,0.0%,---,---,191.7%,73.9%,
NJIT,Schickel Teddy,4,0.250,25.0%,25.0%,0.0%,---,75.0%,33.3%,0.0%,0.0%,---,---,0.0%,---,
NJIT,ANTWILENNY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
NJIT,HUBBARDALFONZO,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
NJIT,Total,1861,0.524,49.2%,31.5%,58.6%,41.0%,29.1%,34.1%,30.8%,39.3%,35.2%,84.1%,30.9%,70.3%,
Western Caro.,Mutombo Harouna,407,0.489,45.5%,38.6%,54.8%,27.9%,40.5%,38.2%,19.0%,20.9%,28.2%,87.5%,46.9%,61.3%,
Western Caro.,Boggs Brandon,362,0.444,42.0%,12.2%,63.6%,28.6%,54.1%,31.1%,11.5%,33.7%,34.4%,88.1%,19.3%,67.1%,
Western Caro.,Sumler Trey,357,0.552,48.9%,21.3%,61.8%,25.5%,43.1%,35.1%,13.0%,35.6%,38.6%,73.5%,41.5%,83.1%,
Western Caro.,Cole Keaton,335,0.612,60.0%,9.0%,53.3%,6.2%,9.3%,35.5%,9.1%,81.8%,42.3%,86.2%,20.0%,70.1%,
Western Caro.,King Tawaski,215,0.536,50.7%,39.5%,67.1%,36.8%,60.5%,40.0%,13.5%,0.0%,---,---,34.4%,67.6%,
Western Caro.,Ross Preston,120,0.552,51.7%,45.0%,66.7%,38.9%,38.3%,43.5%,50.0%,16.7%,20.0%,100.0%,39.2%,70.2%,
Western Caro.,Hollis Ishmael,91,0.492,46.7%,25.3%,69.6%,37.5%,26.4%,41.7%,70.0%,48.4%,25.0%,90.9%,15.4%,78.6%,
Western Caro.,Sinclair James,70,0.420,40.7%,22.9%,68.8%,27.3%,27.1%,36.8%,14.3%,50.0%,20.0%,100.0%,32.9%,47.8%,
Western Caro.,Tankelewicz Tom,54,0.450,38.0%,9.3%,80.0%,50.0%,24.1%,23.1%,0.0%,66.7%,25.0%,88.9%,40.7%,77.3%,
Western Caro.,Hall Kenny,41,0.588,58.5%,58.5%,70.8%,17.6%,41.5%,41.2%,57.1%,0.0%,---,---,34.1%,57.1%,
Western Caro.,Smithson Sam,27,0.429,40.7%,74.1%,45.0%,44.4%,22.2%,33.3%,0.0%,3.7%,0.0%,---,25.9%,57.1%,
Western Caro.,Dunford Dillon,12,0.540,54.2%,41.7%,80.0%,50.0%,25.0%,33.3%,0.0%,33.3%,25.0%,100.0%,33.3%,50.0%,
Western Caro.,Total,2091,0.518,48.6%,25.8%,61.4%,30.2%,38.5%,36.2%,19.2%,35.8%,35.2%,85.2%,32.6%,69.0%,
IUPUI,Young Alex,516,0.538,48.2%,33.9%,56.6%,33.3%,32.4%,36.5%,19.7%,33.7%,33.9%,64.4%,37.0%,81.7%,
IUPUI,Thomas Stephen,278,0.531,46.6%,24.5%,50.0%,11.8%,36.0%,37.0%,5.4%,39.6%,35.5%,66.7%,37.4%,85.6%,
IUPUI,Chiles Ian,244,0.572,52.0%,34.4%,58.3%,24.5%,32.0%,34.6%,25.9%,33.6%,41.5%,73.5%,43.0%,78.1%,
IUPUI,Siakam Christian,210,0.589,55.7%,61.4%,60.5%,44.9%,37.1%,46.2%,44.4%,1.4%,66.7%,50.0%,28.6%,78.3%,
IUPUI,Gaines Lyonell,160,0.556,53.8%,69.4%,62.2%,56.5%,27.5%,38.6%,64.7%,3.1%,0.0%,---,26.2%,66.7%,
IUPUI,Patton Mitchell,124,0.443,41.5%,46.8%,60.3%,51.4%,48.4%,25.0%,86.7%,4.8%,16.7%,100.0%,29.0%,61.1%,
IUPUI,Esposito Sean,87,0.594,56.3%,2.3%,100.0%,0.0%,17.2%,33.3%,0.0%,80.5%,40.0%,82.1%,19.5%,88.2%,
IUPUI,Gibbs Donovan,85,0.508,49.4%,23.5%,60.0%,66.7%,70.6%,45.0%,77.8%,5.9%,40.0%,100.0%,21.2%,61.1%,
IUPUI,Barksdale Marcellus,77,0.507,42.9%,32.5%,52.0%,30.8%,24.7%,26.3%,20.0%,42.9%,30.3%,90.0%,70.1%,70.4%,
IUPUI,Rice Greg,39,0.483,48.7%,20.5%,62.5%,40.0%,17.9%,28.6%,0.0%,61.5%,33.3%,100.0%,12.8%,40.0%,
IUPUI,Shanklin Jordan,24,0.270,22.9%,20.8%,40.0%,0.0%,41.7%,20.0%,0.0%,37.5%,11.1%,100.0%,16.7%,75.0%,
IUPUI,Hubert P.J.,5,0.600,60.0%,20.0%,0.0%,---,0.0%,---,---,80.0%,50.0%,100.0%,0.0%,---,
IUPUI,Kitcoff Nick,1,1.026,100.0%,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,---,200.0%,100.0%,
IUPUI,Total,1850,0.539,49.3%,37.1%,58.1%,39.1%,34.5%,36.7%,35.5%,28.4%,35.4%,73.1%,34.5%,77.6%,
Neb. Omaha,Albers Mitch,378,0.583,54.0%,39.9%,66.2%,39.0%,28.0%,41.5%,27.3%,32.0%,33.1%,80.0%,37.6%,78.2%,
Neb. Omaha,Karhoff John,270,0.574,53.5%,43.0%,68.1%,77.2%,54.8%,43.2%,65.6%,2.2%,16.7%,100.0%,40.0%,74.1%,
Neb. Omaha,Welhouse Alex,238,0.531,50.4%,27.7%,43.9%,55.2%,19.7%,40.4%,68.4%,52.5%,38.4%,97.9%,24.4%,72.4%,
Neb. Omaha,Carter Cj,234,0.551,53.0%,37.6%,60.2%,30.2%,30.3%,40.8%,24.1%,32.1%,37.3%,89.3%,33.8%,64.6%,
Neb. Omaha,Steffensmeier Caleb,155,0.439,40.6%,16.8%,34.6%,55.6%,22.6%,34.3%,33.3%,60.6%,29.8%,92.9%,16.8%,80.8%,
Neb. Omaha,Freeman Bill,89,0.486,46.6%,37.1%,60.6%,25.0%,24.7%,50.0%,27.3%,38.2%,20.6%,85.7%,13.5%,75.0%,
Neb. Omaha,Farr Mitchell,77,0.427,42.9%,15.6%,58.3%,71.4%,16.9%,38.5%,60.0%,67.5%,26.9%,100.0%,10.4%,37.5%,
Neb. Omaha,Gandy Isiah,71,0.379,36.6%,26.8%,47.4%,22.2%,25.4%,44.4%,12.5%,47.9%,17.6%,100.0%,8.5%,66.7%,
Neb. Omaha,Coleman Jacques,55,0.555,52.7%,47.3%,61.5%,37.5%,32.7%,55.6%,10.0%,20.0%,18.2%,100.0%,27.3%,73.3%,
Neb. Omaha,Ring John,54,0.496,50.0%,75.9%,58.5%,66.7%,24.1%,23.1%,100.0%,0.0%,---,---,37.0%,45.0%,
Neb. Omaha,Egli Tyler,46,0.564,56.5%,10.9%,20.0%,0.0%,13.0%,16.7%,0.0%,76.1%,45.7%,93.8%,4.3%,50.0%,
Neb. Omaha,Hagerbaumer Matt,39,0.555,64.1%,79.5%,71.0%,81.8%,20.5%,37.5%,66.7%,0.0%,---,---,66.7%,26.9%,
Neb. Omaha,Total,1707,0.533,50.6%,36.0%,60.1%,51.2%,29.6%,41.4%,43.5%,34.4%,32.3%,91.6%,29.4%,69.5%,
Dartmouth,Maldunas Gabas,247,0.467,43.5%,54.7%,49.6%,43.3%,43.7%,36.1%,56.4%,1.6%,25.0%,100.0%,38.5%,61.1%,
Dartmouth,Griffin R.J.,204,0.494,45.6%,17.6%,47.2%,29.4%,28.4%,22.4%,38.5%,53.9%,38.2%,90.5%,26.5%,75.9%,
Dartmouth,Rufful David,189,0.446,43.4%,22.2%,54.8%,60.9%,43.4%,31.7%,38.5%,34.4%,33.8%,90.9%,19.0%,55.6%,
Dartmouth,Trotter Jabari,180,0.468,44.4%,16.7%,56.7%,17.6%,31.1%,37.5%,9.5%,52.2%,29.8%,57.1%,21.7%,66.7%,
Dartmouth,Golden John,175,0.542,52.6%,28.0%,59.2%,44.8%,18.3%,28.1%,44.4%,53.7%,38.3%,75.0%,31.4%,61.8%,
Dartmouth,Brooks Jvonte,171,0.575,46.8%,54.4%,55.9%,26.9%,44.4%,36.8%,46.4%,1.2%,0.0%,---,90.1%,78.6%,
Dartmouth,Melville Tyler,138,0.493,43.1%,23.9%,63.6%,9.5%,47.1%,33.8%,4.5%,29.0%,27.5%,90.9%,34.1%,83.0%,
Dartmouth,LaBove Matt,75,0.408,36.0%,28.0%,47.6%,30.0%,72.0%,31.5%,70.6%,0.0%,---,---,37.3%,64.3%,
Dartmouth,Crecco Kirk,59,0.485,44.1%,42.4%,48.0%,83.3%,32.2%,42.1%,25.0%,25.4%,26.7%,100.0%,32.2%,73.7%,
Dartmouth,McKearney Mack,54,0.362,28.7%,18.5%,30.0%,0.0%,22.2%,16.7%,50.0%,59.3%,21.9%,85.7%,42.6%,69.6%,
Dartmouth,McConnell Will,5,1.100,110.0%,0.0%,---,---,20.0%,100.0%,100.0%,80.0%,75.0%,66.7%,0.0%,---,
Dartmouth,Jackson Nick,4,0.000,0.0%,25.0%,0.0%,---,25.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,
Dartmouth,Savolainen Kirill,3,0.506,33.3%,33.3%,0.0%,---,33.3%,100.0%,0.0%,33.3%,0.0%,---,66.7%,100.0%,
Dartmouth,Total,1504,0.489,44.5%,31.6%,52.7%,37.1%,37.6%,33.1%,39.0%,30.8%,33.3%,80.5%,36.7%,70.5%,
Fla. Gulf Coast,Thompson Bernard,289,0.533,50.5%,37.7%,54.1%,37.3%,29.4%,38.8%,21.2%,32.9%,37.9%,69.4%,40.8%,64.4%,
Fla. Gulf Coast,Brown Sherwood,277,0.579,55.8%,34.3%,68.4%,41.5%,21.7%,36.7%,27.3%,44.0%,36.9%,91.1%,23.8%,72.7%,
Fla. Gulf Coast,Comer Brett,235,0.508,46.2%,66.4%,53.2%,12.0%,13.6%,28.1%,11.1%,20.0%,23.4%,81.8%,46.0%,68.5%,
Fla. Gulf Coast,Varidel Christophe,213,0.603,55.9%,7.0%,53.3%,50.0%,25.8%,38.2%,19.0%,67.1%,42.0%,78.3%,29.6%,87.3%,
Fla. Gulf Coast,Holmes Dante,191,0.528,50.5%,44.0%,60.7%,37.3%,31.4%,43.3%,3.8%,24.6%,27.7%,100.0%,34.6%,63.6%,
Fla. Gulf Coast,Cvjeticanin Filip,170,0.614,61.2%,2.4%,25.0%,0.0%,21.2%,52.8%,57.9%,76.5%,43.1%,98.2%,8.2%,64.3%,
Fla. Gulf Coast,Fieler Chase,168,0.562,54.2%,42.9%,63.9%,52.2%,17.9%,40.0%,8.3%,39.3%,33.3%,95.5%,30.4%,66.7%,
Fla. Gulf Coast,Murray Eddie,131,0.630,60.3%,72.5%,65.3%,75.8%,17.6%,47.8%,81.8%,9.9%,30.8%,100.0%,53.4%,70.0%,
Fla. Gulf Coast,Cantinol Kevin,102,0.368,36.3%,57.8%,44.1%,38.5%,42.2%,25.6%,27.3%,0.0%,---,---,36.3%,37.8%,
Fla. Gulf Coast,Rolax Ed,22,0.446,40.9%,40.9%,22.2%,50.0%,18.2%,25.0%,0.0%,40.9%,44.4%,100.0%,36.4%,62.5%,
Fla. Gulf Coast,Blake Marcus,7,0.436,42.9%,85.7%,33.3%,100.0%,14.3%,100.0%,0.0%,0.0%,---,---,100.0%,42.9%,
Fla. Gulf Coast,Christian Zachery,2,0.500,50.0%,100.0%,50.0%,100.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Fla. Gulf Coast,DRUMMONDJUSTIN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Fla. Gulf Coast,Total,1807,0.550,52.5%,39.1%,57.5%,41.1%,23.7%,38.7%,25.9%,37.2%,37.4%,87.3%,33.6%,67.3%,
La Salle,Pettis Earl,429,0.558,53.1%,25.6%,68.2%,48.0%,36.6%,42.0%,22.7%,37.8%,35.8%,74.1%,19.6%,79.8%,
La Salle,Galloway Ramon,337,0.585,55.8%,31.8%,62.6%,52.2%,22.6%,25.0%,15.8%,45.7%,44.2%,69.1%,23.4%,78.5%,
La Salle,Duren Tyreek,327,0.582,53.2%,41.6%,58.8%,33.8%,28.7%,39.4%,8.1%,29.7%,39.2%,65.8%,38.5%,81.0%,
La Salle,Mills Sam,306,0.540,52.8%,27.8%,52.9%,62.2%,21.2%,29.2%,42.1%,51.0%,41.7%,83.1%,11.8%,72.2%,
La Salle,Wright Jerrell,227,0.588,57.3%,72.7%,69.1%,64.9%,27.3%,25.8%,62.5%,0.0%,---,---,52.9%,61.7%,
La Salle,White Devon,149,0.494,45.0%,66.4%,54.5%,63.0%,33.6%,26.0%,53.8%,0.0%,---,---,52.3%,64.1%,
La Salle,Peterson D.J.,67,0.665,63.4%,11.9%,25.0%,100.0%,10.4%,42.9%,33.3%,77.6%,48.1%,100.0%,32.8%,81.8%,
La Salle,Zack Steve,44,0.404,36.4%,70.5%,41.9%,76.9%,29.5%,23.1%,0.0%,0.0%,---,---,50.0%,54.5%,
La Salle,Dunn Taylor,36,0.515,51.4%,8.3%,66.7%,0.0%,5.6%,0.0%,---,86.1%,35.5%,90.9%,16.7%,50.0%,
La Salle,Sheehan Matt,8,0.265,25.0%,37.5%,66.7%,50.0%,50.0%,0.0%,---,12.5%,0.0%,---,37.5%,33.3%,
La Salle,Lopez Matt,7,0.503,42.9%,71.4%,60.0%,33.3%,28.6%,0.0%,---,0.0%,---,---,28.6%,100.0%,
La Salle,WAYNSMAALIK,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
La Salle,KLOOFCHARLON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
La Salle,JONESDEON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
La Salle,BYNESBRYAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
La Salle,Total,1937,0.560,53.2%,38.8%,60.8%,54.3%,27.5%,33.1%,26.7%,33.7%,40.6%,77.0%,29.8%,72.1%,
Tulsa,Clarkson Jordan,384,0.549,49.1%,28.4%,60.6%,21.2%,41.7%,36.2%,10.3%,29.9%,37.4%,67.4%,44.5%,78.4%,
Tulsa,Haralson Scottie,293,0.563,55.3%,3.8%,18.2%,50.0%,20.8%,41.0%,32.0%,75.4%,40.7%,87.8%,8.9%,76.9%,
Tulsa,Idlet Steven,203,0.596,53.2%,30.0%,75.4%,63.0%,68.0%,42.8%,50.8%,2.0%,50.0%,100.0%,74.9%,73.7%,
Tulsa,McClellan Eric,183,0.543,47.5%,38.8%,56.3%,5.0%,35.5%,30.8%,0.0%,25.7%,38.3%,77.8%,60.7%,73.9%,
Tulsa,Maduka Kodi,163,0.550,52.1%,49.7%,76.5%,59.7%,49.7%,28.4%,56.5%,0.6%,0.0%,---,74.8%,59.8%,
Tulsa,Peete Tim,146,0.490,48.3%,23.3%,52.9%,22.2%,32.9%,37.5%,5.6%,43.8%,35.9%,100.0%,29.5%,51.2%,
Tulsa,Magley D.J.,108,0.468,42.6%,42.6%,60.9%,57.1%,57.4%,29.0%,72.2%,0.0%,---,---,51.9%,60.7%,
Tulsa,Richard Joe,55,0.570,61.8%,74.5%,65.9%,37.0%,25.5%,50.0%,57.1%,0.0%,---,---,54.5%,36.7%,
Tulsa,Smith Rashad,17,0.443,44.1%,23.5%,25.0%,0.0%,52.9%,55.6%,40.0%,23.5%,25.0%,100.0%,41.2%,42.9%,
Tulsa,Wishon David,12,0.502,50.0%,50.0%,50.0%,66.7%,50.0%,50.0%,100.0%,0.0%,---,---,16.7%,50.0%,
Tulsa,Medder Donte,8,0.188,18.8%,0.0%,---,---,25.0%,0.0%,---,75.0%,16.7%,100.0%,0.0%,---,
Tulsa,Sanger Will,3,0.651,66.7%,0.0%,---,---,66.7%,100.0%,50.0%,33.3%,0.0%,---,166.7%,60.0%,
Tulsa,Coleman Jairus,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,200.0%,0.0%,
Tulsa,Booker Jamie,1,1.000,100.0%,100.0%,100.0%,0.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Tulsa,Total,1577,0.544,50.7%,29.5%,63.2%,39.1%,41.2%,36.7%,34.0%,29.4%,38.4%,83.7%,46.1%,68.1%,
Kansas,Robinson Thomas,491,0.547,51.1%,51.5%,64.4%,63.2%,45.8%,35.1%,49.4%,2.6%,46.2%,83.3%,47.3%,67.2%,
Kansas,Taylor Tyshawn,452,0.578,54.5%,31.4%,60.6%,32.6%,36.5%,45.5%,6.7%,32.1%,39.3%,66.7%,41.4%,70.6%,
Kansas,Johnson Elijah,324,0.538,52.5%,21.3%,76.8%,43.4%,19.4%,33.3%,23.8%,59.3%,33.3%,90.6%,14.2%,69.6%,
Kansas,Releford Travis,231,0.573,55.0%,42.0%,62.9%,54.1%,23.8%,49.1%,29.6%,34.2%,32.9%,92.3%,43.3%,65.0%,
Kansas,Withey Jeff,193,0.621,54.4%,59.6%,67.0%,79.2%,40.4%,35.9%,64.3%,0.0%,---,---,73.1%,80.1%,
Kansas,Teahan Conner,176,0.527,49.7%,10.2%,55.6%,20.0%,9.1%,43.8%,42.9%,80.7%,33.1%,97.9%,16.5%,86.2%,
Kansas,Young Kevin,90,0.543,50.6%,54.4%,63.3%,67.7%,37.8%,29.4%,80.0%,7.8%,42.9%,100.0%,56.7%,64.7%,
Kansas,Tharpe Naadir,38,0.372,36.8%,21.1%,25.0%,50.0%,21.1%,37.5%,0.0%,57.9%,27.3%,50.0%,5.3%,50.0%,
Kansas,Wesley Justin,28,0.533,57.1%,85.7%,62.5%,60.0%,14.3%,25.0%,100.0%,0.0%,---,---,92.9%,42.3%,
Kansas,Juenemann Jordan,18,0.456,47.2%,50.0%,66.7%,50.0%,16.7%,33.3%,0.0%,33.3%,16.7%,100.0%,33.3%,33.3%,
Kansas,Lindsay Merv,9,0.580,61.1%,22.2%,100.0%,100.0%,44.4%,50.0%,50.0%,33.3%,33.3%,100.0%,11.1%,0.0%,
Kansas,Roberts Niko,4,0.000,0.0%,0.0%,---,---,75.0%,0.0%,---,25.0%,0.0%,---,50.0%,0.0%,
Kansas,Garrett Christian,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Kansas,Total,2054,0.557,52.4%,38.3%,64.4%,56.5%,32.0%,38.6%,34.6%,29.7%,34.6%,84.8%,40.1%,69.3%,
Grambling,Roberts Quincy,362,0.536,46.5%,26.2%,60.0%,21.1%,40.1%,36.6%,28.3%,33.7%,32.0%,46.2%,48.6%,80.1%,
Grambling,Rogers Xavier,232,0.431,41.6%,15.9%,67.6%,20.0%,26.7%,21.0%,46.2%,57.3%,29.3%,87.2%,15.9%,59.5%,
Grambling,Roberson Peter 'PJ',218,0.417,38.8%,19.3%,59.5%,44.0%,78.9%,33.7%,60.3%,1.8%,25.0%,100.0%,25.7%,62.5%,
Grambling,Livas Rondale,131,0.373,31.7%,37.4%,40.8%,50.0%,52.7%,24.6%,35.3%,9.9%,23.1%,100.0%,41.2%,63.0%,
Grambling,Purvis Bryant,130,0.323,27.7%,16.2%,52.4%,36.4%,48.5%,25.4%,62.5%,35.4%,13.0%,100.0%,25.4%,66.7%,
Grambling,Dorsett Brandon,129,0.446,40.3%,41.9%,48.1%,15.4%,28.7%,21.6%,37.5%,29.5%,31.6%,100.0%,34.9%,66.7%,
Grambling,Wheeler Demetri,68,0.406,39.7%,33.8%,65.2%,53.3%,64.7%,27.3%,91.7%,1.5%,0.0%,---,29.4%,45.0%,
Grambling,Danridge Steven,56,0.471,46.4%,50.0%,57.1%,50.0%,50.0%,35.7%,60.0%,0.0%,---,---,57.1%,46.9%,
Grambling,Higgins Roman,52,0.364,31.7%,9.6%,0.0%,---,25.0%,23.1%,33.3%,65.4%,26.5%,100.0%,28.8%,66.7%,
Grambling,Copeland David,44,0.528,38.6%,50.0%,50.0%,36.4%,43.2%,31.6%,16.7%,6.8%,0.0%,---,106.8%,76.6%,
Grambling,Boatner Raschard,28,0.395,35.7%,3.6%,100.0%,0.0%,10.7%,0.0%,---,85.7%,25.0%,66.7%,17.9%,80.0%,
Grambling,Williams Thomas,1,1.000,100.0%,0.0%,---,---,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,
Grambling,SCOTTDEANGELO,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Grambling,WRIGHTRONALD,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Grambling,NIEVESANTHONY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Grambling,Total,1451,0.445,39.7%,26.0%,54.9%,31.9%,45.2%,30.0%,48.2%,28.8%,27.5%,75.7%,35.8%,68.8%,
Michigan St.,Green Draymond,472,0.542,50.4%,35.0%,61.2%,49.5%,36.7%,34.1%,45.8%,28.4%,38.8%,94.2%,36.7%,72.3%,
Michigan St.,Appling Keith,307,0.542,46.6%,41.7%,60.2%,29.9%,27.0%,36.1%,13.3%,31.3%,25.0%,66.7%,55.4%,78.8%,
Michigan St.,Wood Brandon,269,0.560,55.2%,26.8%,66.7%,58.3%,24.9%,44.8%,40.0%,48.3%,36.2%,97.9%,16.7%,62.2%,
Michigan St.,Nix Derrick,231,0.565,55.8%,69.3%,58.8%,64.9%,30.7%,49.3%,42.9%,0.0%,---,---,32.0%,58.1%,
Michigan St.,Dawson Branden,189,0.584,57.7%,69.3%,71.0%,58.1%,29.1%,29.1%,31.2%,1.6%,0.0%,---,36.5%,59.4%,
Michigan St.,Payne Adreian,173,0.602,56.9%,49.1%,72.9%,62.9%,49.7%,40.7%,34.3%,1.2%,50.0%,0.0%,51.4%,69.7%,
Michigan St.,Trice Travis,126,0.512,50.0%,21.4%,33.3%,22.2%,19.8%,36.0%,44.4%,58.7%,40.5%,96.7%,26.2%,57.6%,
Michigan St.,Thornton Austin,114,0.673,61.0%,11.4%,30.8%,75.0%,31.6%,52.8%,84.2%,57.0%,47.7%,96.8%,54.4%,87.1%,
Michigan St.,Byrd Russell,43,0.429,38.4%,18.6%,37.5%,33.3%,4.7%,0.0%,---,76.7%,27.3%,100.0%,23.3%,80.0%,
Michigan St.,Gauna Alex,38,0.573,57.9%,60.5%,65.2%,66.7%,39.5%,46.7%,100.0%,0.0%,---,---,55.3%,52.4%,
Michigan St.,Kearney Brandan,36,0.521,54.2%,30.6%,72.7%,50.0%,33.3%,33.3%,100.0%,36.1%,38.5%,100.0%,19.4%,28.6%,
Michigan St.,Chapman Dan,5,0.000,0.0%,60.0%,0.0%,---,0.0%,---,---,40.0%,0.0%,---,0.0%,---,
Michigan St.,Ianni Anthony,3,0.380,33.3%,66.7%,50.0%,100.0%,33.3%,0.0%,---,0.0%,---,---,66.7%,50.0%,
Michigan St.,Wetzel Keenan,2,0.678,75.0%,0.0%,---,---,0.0%,---,---,100.0%,50.0%,100.0%,100.0%,50.0%,
Michigan St.,Sweeny Joe,2,0.339,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,---,100.0%,100.0%,
Michigan St.,Wollenman Colby,2,0.500,50.0%,50.0%,100.0%,100.0%,50.0%,0.0%,---,0.0%,---,---,0.0%,---,
Michigan St.,MARBLEROY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Michigan St.,KARHOFFJOHN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Michigan St.,Total,2012,0.559,52.7%,41.2%,62.2%,53.7%,31.2%,38.9%,43.4%,27.6%,36.0%,92.5%,37.7%,70.0%,
