Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Oklahoma,Fraschilla James,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Oklahoma,Total,2035,0.532,49.3%,35.3%,61.6%,37.8%,30.9%,32.9%,29.5%,33.8%,34.3%,84.7%,32.8%,74.1%,
SIUE,Davis Kris,285,0.589,56.1%,32.3%,57.6%,11.3%,27.7%,40.5%,21.9%,40.0%,43.9%,96.0%,39.6%,69.9%,
SIUE,Stewart Donivine,218,0.466,44.0%,39.9%,49.4%,11.6%,19.3%,26.2%,0.0%,40.8%,31.5%,82.1%,39.4%,57.0%,
SIUE,Messer Michael,183,0.536,52.5%,32.2%,59.3%,51.4%,35.5%,38.5%,20.0%,32.2%,40.7%,95.8%,20.2%,62.2%,
SIUE,Nunn Rozell,174,0.506,44.5%,32.8%,49.1%,10.7%,35.6%,29.0%,55.6%,31.6%,38.2%,95.2%,48.9%,72.9%,
SIUE,Jackson Keaton,163,0.570,55.8%,69.3%,67.3%,64.5%,30.7%,30.0%,40.0%,0.0%,---,---,41.1%,59.7%,
SIUE,Carr C.J.,147,0.500,43.2%,33.3%,38.8%,5.3%,23.8%,37.1%,15.4%,42.9%,33.3%,66.7%,38.8%,82.5%,
SIUE,Newton Jake,117,0.474,43.6%,22.2%,26.9%,71.4%,23.1%,18.5%,0.0%,54.7%,40.6%,84.6%,26.5%,74.2%,
SIUE,Wiltz Maurice,98,0.509,46.4%,17.3%,52.9%,44.4%,25.5%,32.0%,37.5%,57.1%,33.9%,89.5%,42.9%,69.0%,
SIUE,Fiorentinos Grant,46,0.527,48.9%,54.3%,68.0%,52.9%,41.3%,21.1%,100.0%,4.3%,50.0%,100.0%,32.6%,73.3%,
SIUE,Henry Jalen,41,0.529,43.9%,53.7%,59.1%,69.2%,46.3%,26.3%,40.0%,0.0%,---,---,90.2%,70.3%,
SIUE,Simmons Keenan,40,0.644,65.0%,30.0%,75.0%,88.9%,25.0%,50.0%,80.0%,45.0%,44.4%,100.0%,10.0%,50.0%,
SIUE,Chandler Michael,20,0.536,60.0%,85.0%,70.6%,58.3%,10.0%,0.0%,---,5.0%,0.0%,---,25.0%,0.0%,
SIUE,WALLACEMARCUS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
SIUE,Total,1532,0.528,49.5%,37.6%,55.7%,38.6%,28.4%,32.4%,30.5%,34.0%,38.0%,88.9%,37.8%,67.5%,
Long Beach St.,Caffey Mike,449,0.532,50.3%,22.7%,60.8%,19.4%,38.3%,41.3%,19.7%,39.0%,35.4%,38.7%,25.4%,72.8%,
Long Beach St.,Samuels David,267,0.543,51.7%,41.6%,61.3%,47.1%,50.6%,45.2%,26.2%,7.9%,28.6%,83.3%,47.9%,62.5%,
Long Beach St.,Lamb Tyler,248,0.467,41.7%,24.6%,52.5%,43.8%,35.1%,25.3%,36.4%,40.3%,33.0%,87.9%,23.8%,86.4%,
Long Beach St.,Jones Branford,181,0.537,47.8%,15.5%,78.6%,59.1%,42.5%,31.2%,41.7%,42.0%,35.5%,96.3%,39.8%,80.6%,
Long Beach St.,LaSalle Mckay,170,0.559,55.0%,2.9%,100.0%,60.0%,8.2%,42.9%,83.3%,88.8%,36.4%,94.5%,7.6%,76.9%,
Long Beach St.,Hammonds Travis,113,0.581,54.9%,12.4%,78.6%,45.5%,46.9%,45.3%,8.3%,40.7%,39.1%,100.0%,44.2%,70.0%,
Long Beach St.,North Deontae,94,0.441,36.2%,18.1%,52.9%,33.3%,36.2%,20.6%,28.6%,45.7%,27.9%,100.0%,43.6%,78.0%,
Long Beach St.,Williams Jack,93,0.437,39.2%,11.8%,45.5%,80.0%,48.4%,26.7%,41.7%,39.8%,35.1%,100.0%,30.1%,71.4%,
Long Beach St.,Yussuf Temidayo,78,0.506,48.7%,37.2%,65.5%,47.4%,62.8%,38.8%,15.8%,0.0%,---,---,96.2%,52.0%,
Long Beach St.,McKnight Eric,69,0.565,59.4%,58.0%,72.5%,58.6%,42.0%,41.4%,75.0%,0.0%,---,---,40.6%,39.3%,
Long Beach St.,Bibbins Justin,37,0.434,36.5%,8.1%,100.0%,0.0%,35.1%,46.2%,0.0%,56.8%,14.3%,66.7%,64.9%,62.5%,
Long Beach St.,Lockett Charles,5,0.290,20.0%,20.0%,100.0%,0.0%,80.0%,0.0%,---,0.0%,---,---,80.0%,50.0%,
Long Beach St.,Moye Anson,5,0.420,50.0%,20.0%,0.0%,---,40.0%,50.0%,0.0%,40.0%,50.0%,100.0%,40.0%,0.0%,
Long Beach St.,Total,1809,0.518,48.4%,23.4%,62.9%,42.1%,39.5%,37.1%,27.9%,37.1%,34.2%,79.1%,35.3%,68.3%,
Samford,Jones-Gibson Darius,264,0.539,49.4%,67.4%,57.9%,43.7%,24.2%,31.2%,35.0%,8.3%,22.7%,100.0%,77.3%,62.7%,
Samford,Hood Tyler,261,0.619,59.2%,21.5%,69.6%,56.4%,12.3%,37.5%,41.7%,66.3%,39.9%,94.2%,16.9%,90.9%,
Samford,Cunningham Christen,246,0.531,45.3%,47.6%,52.1%,26.2%,35.8%,38.6%,5.9%,16.7%,26.8%,90.9%,54.5%,79.1%,
Samford,Taylor Evan,190,0.455,42.6%,37.4%,42.3%,50.0%,41.1%,38.5%,33.3%,21.6%,34.1%,100.0%,30.5%,62.1%,
Samford,Roberts Brandon,180,0.510,48.6%,26.7%,52.1%,28.0%,18.3%,39.4%,23.1%,55.0%,33.3%,93.9%,16.7%,76.7%,
Samford,Johnson Marcus,148,0.569,54.7%,27.0%,55.0%,31.8%,16.9%,56.0%,21.4%,56.1%,36.1%,83.3%,33.1%,67.3%,
Samford,Bradley Michael,138,0.631,59.4%,43.5%,70.0%,40.5%,56.5%,51.3%,57.5%,0.0%,---,---,47.1%,75.4%,
Samford,Enechionyia Nnamdi,124,0.493,48.0%,16.9%,47.6%,50.0%,13.7%,35.3%,50.0%,69.4%,33.7%,93.1%,18.5%,60.9%,
Samford,Shabazz Jamal,106,0.457,43.9%,39.6%,54.8%,56.5%,29.2%,22.6%,28.6%,31.1%,33.3%,100.0%,39.6%,52.4%,
Samford,Hayman Brandon,50,0.492,52.0%,66.0%,66.7%,54.5%,34.0%,23.5%,75.0%,0.0%,---,---,12.0%,0.0%,
Samford,Peters Alex,29,0.534,55.2%,75.9%,59.1%,76.9%,24.1%,42.9%,33.3%,0.0%,---,---,13.8%,25.0%,
Samford,NNAMDIENECHIONYIA,8,0.312,31.2%,37.5%,33.3%,0.0%,12.5%,0.0%,---,50.0%,25.0%,100.0%,0.0%,---,
Samford,Dickey Ryan,5,0.300,30.0%,20.0%,0.0%,---,0.0%,---,---,80.0%,25.0%,100.0%,0.0%,---,
Samford,Smith Gerald,4,0.000,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,
Samford,Ikezu Emeka,3,0.506,66.7%,33.3%,100.0%,100.0%,66.7%,50.0%,100.0%,0.0%,---,---,66.7%,0.0%,
Samford,Total,1756,0.535,50.2%,39.5%,56.6%,43.4%,27.1%,38.7%,34.2%,33.5%,34.7%,93.1%,37.6%,68.4%,
Kansas St.,Foster Marcus,299,0.522,48.7%,21.1%,57.1%,47.2%,22.1%,31.8%,33.3%,56.9%,34.7%,69.5%,33.8%,70.3%,
Kansas St.,Williams Nino,251,0.548,48.4%,35.5%,61.8%,72.7%,61.4%,40.3%,87.1%,3.2%,37.5%,66.7%,41.8%,82.9%,
Kansas St.,Gipson Thomas,215,0.616,54.9%,57.2%,68.3%,64.3%,42.8%,37.0%,55.9%,0.0%,---,---,75.8%,76.1%,
Kansas St.,Edwards Justin,193,0.462,44.3%,51.3%,48.5%,50.0%,11.9%,26.1%,50.0%,36.8%,29.6%,85.7%,29.0%,57.1%,
Kansas St.,Iwundu Wesley,156,0.462,42.3%,50.0%,56.4%,40.9%,37.8%,22.0%,38.5%,12.2%,31.6%,66.7%,50.6%,59.5%,
Kansas St.,Johnson Nigel,128,0.521,47.7%,29.7%,60.5%,34.8%,24.2%,25.8%,37.5%,46.1%,33.9%,80.0%,50.0%,67.2%,
Kansas St.,Thomas Jevon,119,0.446,41.2%,52.9%,44.4%,21.4%,23.5%,32.1%,11.1%,23.5%,28.6%,100.0%,67.2%,52.5%,
Kansas St.,Hurt Stephen,102,0.510,47.1%,32.4%,69.7%,47.8%,53.9%,34.5%,63.2%,13.7%,28.6%,100.0%,38.2%,69.2%,
Kansas St.,Harris Tre,56,0.669,67.9%,8.9%,100.0%,60.0%,12.5%,42.9%,0.0%,78.6%,45.5%,90.0%,14.3%,50.0%,
Kansas St.,Harris Malek,53,0.438,39.6%,58.5%,51.6%,68.8%,35.8%,26.3%,80.0%,5.7%,0.0%,---,43.4%,60.9%,
Kansas St.,Bolden Brandon,12,0.461,50.0%,75.0%,55.6%,100.0%,25.0%,33.3%,0.0%,0.0%,---,---,75.0%,33.3%,
Kansas St.,Rohleder Brian,5,0.168,20.0%,40.0%,50.0%,100.0%,0.0%,---,---,60.0%,0.0%,---,40.0%,0.0%,
Kansas St.,Schoen Mason,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Kansas St.,Meyer Shawn,2,0.146,0.0%,50.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,---,150.0%,33.3%,
Kansas St.,Total,1593,0.519,47.7%,39.8%,58.0%,53.8%,33.8%,33.6%,59.7%,26.4%,33.5%,78.7%,46.0%,67.6%,
St. John's (NY),Harrison D'Angelo,429,0.554,49.2%,17.5%,56.0%,33.3%,40.8%,40.0%,18.6%,41.7%,36.9%,80.3%,45.2%,79.9%,
St. John's (NY),Greene IV Phil,385,0.524,50.8%,14.5%,60.7%,32.4%,43.6%,39.9%,31.3%,41.8%,39.1%,87.3%,14.0%,72.2%,
St. John's (NY),Pointer Sir'Dominic,334,0.566,52.7%,50.6%,70.4%,43.7%,41.9%,38.6%,37.0%,7.5%,8.0%,50.0%,41.3%,72.5%,
St. John's (NY),Jordan Rysheed,329,0.537,50.0%,31.6%,59.6%,30.6%,32.5%,35.5%,28.9%,35.9%,36.4%,83.7%,50.5%,65.7%,
St. John's (NY),Obekpa Chris,143,0.479,46.2%,51.0%,54.8%,70.0%,48.3%,37.7%,69.2%,0.7%,0.0%,---,56.6%,51.9%,
St. John's (NY),Branch Jamal,127,0.526,50.4%,44.1%,55.4%,29.0%,31.5%,45.0%,16.7%,24.4%,32.3%,90.0%,18.1%,73.9%,
St. John's (NY),Alibegovic Amar,43,0.399,41.9%,23.3%,60.0%,66.7%,16.3%,42.9%,66.7%,60.5%,23.1%,100.0%,16.3%,14.3%,
St. John's (NY),Balamou Felix,36,0.352,30.6%,50.0%,44.4%,62.5%,50.0%,16.7%,66.7%,0.0%,---,---,30.6%,63.6%,
St. John's (NY),Stewart Myles,33,0.424,42.4%,6.1%,50.0%,100.0%,12.1%,25.0%,0.0%,81.8%,29.6%,87.5%,0.0%,---,
St. John's (NY),Jones Christian,19,0.549,52.6%,57.9%,63.6%,71.4%,36.8%,42.9%,66.7%,5.3%,0.0%,---,31.6%,66.7%,
St. John's (NY),DE,10,0.338,40.0%,70.0%,57.1%,50.0%,30.0%,0.0%,---,0.0%,---,---,70.0%,14.3%,
St. John's (NY),Lipscomb David,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
St. John's (NY),Ndiaye Khadim,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,0.0%,---,
St. John's (NY),BOWENAARON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
St. John's (NY),Total,1890,0.529,49.4%,30.8%,60.8%,42.4%,39.1%,38.3%,32.5%,30.1%,34.8%,84.3%,36.3%,69.1%,
Pepperdine,Davis Stacy,349,0.568,49.4%,33.0%,67.0%,50.6%,52.1%,40.1%,43.8%,14.9%,28.8%,100.0%,55.3%,80.8%,
Pepperdine,Raines Jett,272,0.549,51.1%,48.2%,62.6%,87.8%,37.5%,38.2%,53.8%,14.3%,30.8%,100.0%,29.0%,78.5%,
Pepperdine,Major Jeremy,245,0.481,44.9%,26.9%,45.5%,16.7%,30.6%,38.7%,3.4%,42.4%,32.7%,76.5%,36.7%,63.3%,
Pepperdine,Olden Shawn,217,0.515,45.4%,30.9%,59.7%,37.5%,15.7%,17.6%,50.0%,53.5%,30.2%,100.0%,49.3%,73.8%,
Pepperdine,Murray Jr. Lamond,172,0.506,47.1%,28.5%,59.2%,51.7%,67.4%,42.2%,63.3%,4.1%,28.6%,100.0%,21.5%,81.1%,
Pepperdine,Russell Atif,154,0.498,44.8%,26.6%,46.3%,42.1%,44.8%,42.0%,51.7%,28.6%,31.8%,100.0%,35.1%,75.9%,
Pepperdine,Udenyi Amadi,123,0.467,43.1%,23.6%,31.0%,11.1%,26.8%,24.2%,12.5%,49.6%,39.3%,87.5%,33.3%,65.9%,
Pepperdine,Lapray A.J.,43,0.335,31.4%,11.6%,60.0%,66.7%,23.3%,30.0%,66.7%,65.1%,17.9%,80.0%,16.3%,57.1%,
Pepperdine,John A.J.,34,0.366,35.3%,35.3%,41.7%,80.0%,61.8%,33.3%,85.7%,2.9%,0.0%,---,26.5%,44.4%,
Pepperdine,Jesperson David,34,0.583,57.4%,44.1%,66.7%,70.0%,32.4%,45.5%,100.0%,23.5%,37.5%,100.0%,17.6%,66.7%,
Pepperdine,Biyendolo Marley,14,0.377,39.3%,14.3%,50.0%,0.0%,64.3%,33.3%,100.0%,21.4%,33.3%,100.0%,28.6%,25.0%,
Pepperdine,Gehring Nate,7,0.503,42.9%,85.7%,50.0%,100.0%,14.3%,0.0%,---,0.0%,---,---,28.6%,100.0%,
Pepperdine,Yi John,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Pepperdine,Johnson Jake,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,100.0%,0.0%,
Pepperdine,Total,1666,0.514,46.6%,32.3%,57.2%,55.5%,39.9%,37.7%,47.8%,27.8%,31.3%,91.7%,37.8%,74.1%,
UNI,Tuttle Seth,303,0.675,63.5%,68.0%,68.4%,42.6%,17.5%,43.4%,21.7%,14.5%,43.2%,94.7%,64.4%,76.4%,
UNI,Mitchell Deon,209,0.523,48.1%,46.9%,45.9%,4.4%,21.5%,26.7%,0.0%,31.6%,43.9%,48.3%,40.7%,70.6%,
UNI,Buss Nate,200,0.599,57.0%,18.5%,64.9%,70.8%,32.5%,46.2%,43.3%,49.0%,40.8%,95.0%,25.0%,80.0%,
UNI,Washpun Wes,177,0.573,52.8%,46.9%,63.9%,9.4%,31.6%,32.1%,11.1%,21.5%,39.5%,80.0%,65.5%,68.1%,
UNI,Bohannon Matt,155,0.598,58.1%,3.9%,66.7%,75.0%,7.1%,45.5%,20.0%,89.0%,39.1%,100.0%,16.8%,76.9%,
UNI,Morgan Jeremy,151,0.561,52.6%,21.9%,63.6%,57.1%,16.6%,48.0%,8.3%,61.6%,33.3%,100.0%,34.4%,73.1%,
UNI,Jesperson Paul,143,0.668,65.0%,11.9%,76.5%,61.5%,9.8%,57.1%,25.0%,78.3%,42.9%,89.6%,15.4%,86.4%,
UNI,Singleton Marvin,127,0.556,53.5%,62.2%,69.6%,74.5%,26.8%,29.4%,0.0%,11.0%,14.3%,100.0%,35.4%,64.4%,
UNI,Lohaus Wyatt,110,0.537,49.5%,18.2%,50.0%,20.0%,49.1%,35.2%,0.0%,32.7%,47.2%,82.4%,24.5%,85.2%,
UNI,Koch Bennett,28,0.541,53.6%,50.0%,71.4%,80.0%,50.0%,35.7%,20.0%,0.0%,---,---,60.7%,52.9%,
UNI,Martino Max,7,0.119,0.0%,14.3%,0.0%,---,28.6%,0.0%,---,57.1%,0.0%,---,42.9%,66.7%,
UNI,Carlson Klint,7,0.609,57.1%,57.1%,25.0%,100.0%,14.3%,0.0%,---,28.6%,100.0%,100.0%,85.7%,66.7%,
UNI,Knar Robert,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
UNI,Total,1618,0.593,55.9%,37.0%,63.0%,42.2%,23.2%,37.9%,17.6%,39.9%,39.8%,88.7%,39.8%,73.3%,
Ark.-Pine Bluff,Mosley Marcel,360,0.561,49.9%,26.9%,52.6%,27.5%,22.8%,30.5%,8.0%,50.3%,38.1%,63.8%,44.2%,81.8%,
Ark.-Pine Bluff,Love Jovaughn,263,0.459,41.6%,27.4%,63.9%,45.7%,48.3%,27.6%,22.9%,24.3%,29.7%,63.2%,37.3%,66.3%,
Ark.-Pine Bluff,Robinson Ghiavonni,245,0.504,49.4%,12.7%,64.5%,55.0%,24.5%,33.3%,15.0%,62.9%,35.1%,87.0%,14.7%,61.1%,
Ark.-Pine Bluff,Hammond Tevin,243,0.456,40.3%,26.7%,44.6%,6.9%,23.0%,26.8%,6.7%,50.2%,29.5%,77.8%,40.3%,69.4%,
Ark.-Pine Bluff,Handley Thaddeus,147,0.510,50.3%,48.3%,66.2%,48.9%,27.2%,30.0%,66.7%,24.5%,27.8%,100.0%,34.0%,52.0%,
Ark.-Pine Bluff,Whiting Trent,119,0.529,50.4%,53.8%,62.5%,55.0%,34.5%,41.5%,29.4%,11.8%,14.3%,50.0%,28.6%,67.6%,
Ark.-Pine Bluff,Berry Devin,74,0.490,47.3%,63.5%,59.6%,67.9%,36.5%,25.9%,28.6%,0.0%,---,---,39.2%,55.2%,
Ark.-Pine Bluff,McIntrye Deandre,71,0.457,42.3%,31.0%,45.5%,50.0%,26.8%,26.3%,20.0%,42.3%,33.3%,90.0%,42.3%,60.0%,
Ark.-Pine Bluff,Floyd Jaylon,40,0.468,42.5%,72.5%,55.2%,50.0%,22.5%,11.1%,0.0%,5.0%,0.0%,---,42.5%,64.7%,
Ark.-Pine Bluff,Brown Jordan,27,0.495,48.1%,85.2%,47.8%,18.2%,14.8%,50.0%,50.0%,0.0%,---,---,25.9%,57.1%,
Ark.-Pine Bluff,Parker Chauncy,13,0.379,30.8%,46.2%,33.3%,50.0%,46.2%,33.3%,0.0%,7.7%,0.0%,---,46.2%,66.7%,
Ark.-Pine Bluff,Cox Austin,11,0.542,45.5%,54.5%,50.0%,66.7%,18.2%,100.0%,0.0%,27.3%,0.0%,---,54.5%,83.3%,
Ark.-Pine Bluff,Johnson Larry,10,0.500,50.0%,10.0%,100.0%,0.0%,50.0%,20.0%,0.0%,40.0%,50.0%,100.0%,0.0%,---,
Ark.-Pine Bluff,Tillman David,10,0.525,60.0%,60.0%,100.0%,100.0%,40.0%,0.0%,---,0.0%,---,---,90.0%,33.3%,
Ark.-Pine Bluff,Tingle Sean,5,0.145,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,80.0%,50.0%,
Ark.-Pine Bluff,Young Jared,1,1.500,150.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,0.0%,0.0%,---,
Ark.-Pine Bluff,BANKSTRELUN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Ark.-Pine Bluff,Total,1639,0.499,46.3%,32.9%,57.4%,43.9%,29.7%,29.6%,21.5%,37.3%,33.2%,75.4%,35.6%,68.1%,
Texas Southern,Gibbs Madarious,368,0.505,46.1%,38.3%,55.3%,16.7%,37.0%,41.9%,7.0%,24.7%,25.3%,78.3%,45.9%,67.5%,
Texas Southern,Thomas Chris,343,0.506,48.5%,51.0%,62.9%,31.8%,24.8%,29.4%,28.0%,24.2%,25.3%,85.7%,49.3%,56.2%,
Texas Southern,Biggs Deverell,240,0.560,52.5%,28.8%,58.0%,5.0%,41.2%,44.4%,13.6%,30.0%,38.9%,85.7%,29.2%,77.1%,
Texas Southern,Riley Malcolm,238,0.599,55.3%,40.8%,63.9%,72.6%,34.9%,38.6%,65.6%,24.4%,43.1%,100.0%,52.5%,74.4%,
Texas Southern,Collier Tonnie,175,0.573,52.3%,21.7%,71.1%,55.6%,16.0%,32.1%,22.2%,62.3%,33.9%,78.4%,43.4%,77.6%,
Texas Southern,Blanks David,140,0.598,56.4%,50.7%,59.2%,38.1%,16.4%,43.5%,30.0%,32.9%,39.1%,88.9%,68.6%,66.7%,
Texas Southern,Carter Jason,134,0.439,42.9%,26.9%,58.3%,42.9%,38.8%,32.7%,58.8%,34.3%,28.3%,92.3%,29.1%,48.7%,
Texas Southern,Johnson Nevin,72,0.483,40.3%,25.0%,50.0%,22.2%,19.4%,35.7%,60.0%,55.6%,25.0%,90.0%,52.8%,76.3%,
Texas Southern,Shepherd Nick,66,0.513,48.5%,51.5%,61.8%,57.1%,48.5%,34.4%,81.8%,0.0%,---,---,81.8%,55.6%,
Texas Southern,Mack Giovanni,34,0.517,48.5%,14.7%,60.0%,33.3%,35.3%,25.0%,66.7%,50.0%,41.2%,42.9%,41.2%,64.3%,
Texas Southern,Bynum Tyree,24,0.354,35.4%,16.7%,0.0%,---,33.3%,50.0%,25.0%,50.0%,25.0%,100.0%,0.0%,---,
Texas Southern,Friar Joshua,4,0.404,50.0%,75.0%,33.3%,0.0%,25.0%,100.0%,100.0%,0.0%,---,---,50.0%,0.0%,
Texas Southern,McCoggle Christian,2,0.398,50.0%,0.0%,---,---,100.0%,50.0%,0.0%,0.0%,---,---,450.0%,33.3%,
Texas Southern,WILLIAMSISAAC,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Texas Southern,BANKSTRELUN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Texas Southern,SNOWFRANK,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Texas Southern,Total,1840,0.531,49.5%,37.6%,59.9%,36.2%,31.2%,38.1%,31.5%,31.2%,32.2%,84.9%,46.8%,66.1%,
Colorado,Booker Askia,447,0.510,44.9%,25.1%,50.0%,25.0%,37.6%,36.9%,12.9%,37.4%,32.9%,60.0%,35.1%,83.4%,
Colorado,Scott Josh,239,0.603,54.6%,61.9%,63.5%,51.1%,36.4%,40.2%,57.1%,1.7%,25.0%,0.0%,64.0%,75.2%,
Colorado,Johnson Xavier,236,0.534,50.6%,45.8%,55.6%,38.3%,20.8%,32.7%,18.8%,33.5%,36.7%,86.2%,39.4%,64.5%,
Colorado,Gordon Wesley,151,0.592,56.3%,53.6%,71.6%,60.3%,37.1%,37.5%,33.3%,9.3%,28.6%,100.0%,55.6%,66.7%,
Colorado,Hopkins Jaron,149,0.528,52.0%,51.0%,63.2%,47.9%,22.8%,29.4%,0.0%,26.2%,33.3%,92.3%,34.2%,54.9%,
Colorado,Talton Xavier,141,0.419,37.9%,12.8%,38.9%,28.6%,34.0%,25.0%,33.3%,53.2%,30.7%,95.7%,26.2%,70.3%,
Colorado,Collier Dominique,139,0.441,41.0%,31.7%,52.3%,26.1%,20.1%,25.0%,28.6%,48.2%,26.9%,100.0%,33.1%,60.9%,
Colorado,Fletcher Tre'Shaun,135,0.558,53.0%,40.0%,61.1%,45.5%,26.7%,19.4%,0.0%,33.3%,46.7%,90.5%,31.1%,71.4%,
Colorado,Thomas Dustin,110,0.518,47.3%,54.5%,53.3%,53.1%,28.2%,35.5%,36.4%,17.3%,31.6%,100.0%,48.2%,67.9%,
Colorado,Miller Tory,66,0.535,47.0%,51.5%,70.6%,54.2%,48.5%,21.9%,71.4%,0.0%,---,---,54.5%,75.0%,
Colorado,Stalzer Eli,27,0.475,48.1%,18.5%,40.0%,50.0%,14.8%,50.0%,0.0%,66.7%,33.3%,100.0%,11.1%,33.3%,
Colorado,Nuaimi Davis,8,0.562,56.2%,50.0%,75.0%,66.7%,12.5%,0.0%,---,37.5%,33.3%,100.0%,0.0%,---,
Colorado,Middleton Esvan,8,0.606,50.0%,37.5%,0.0%,---,12.5%,100.0%,0.0%,50.0%,50.0%,50.0%,50.0%,100.0%,
Colorado,Velasquez Tyler,4,0.447,50.0%,75.0%,66.7%,0.0%,25.0%,0.0%,---,0.0%,---,---,25.0%,0.0%,
Colorado,Brady Brett,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Colorado,Total,1861,0.528,48.4%,40.3%,58.9%,45.0%,31.0%,33.2%,27.7%,28.7%,33.5%,82.1%,40.8%,71.3%,
VMI,Marshall Tim,331,0.501,48.6%,9.7%,62.5%,50.0%,9.1%,40.0%,0.0%,81.3%,32.0%,80.2%,12.7%,71.4%,
VMI,Peterson QJ,314,0.479,41.4%,23.6%,47.3%,11.4%,25.8%,35.8%,6.9%,50.6%,27.7%,61.4%,35.7%,82.1%,
VMI,Brown Brian,264,0.557,54.4%,11.4%,60.0%,38.9%,15.5%,31.7%,15.4%,73.1%,38.9%,80.0%,8.0%,85.7%,
VMI,Eleby Julian,241,0.514,43.8%,34.4%,51.8%,11.6%,17.8%,23.3%,0.0%,47.7%,30.4%,54.3%,52.7%,78.0%,
VMI,Anglade Phillip,185,0.580,60.0%,61.6%,75.4%,47.7%,37.8%,35.7%,24.0%,0.5%,0.0%,---,52.4%,47.4%,
VMI,Chapman Trey,170,0.509,47.4%,37.1%,63.5%,22.5%,27.1%,32.6%,6.7%,35.9%,27.9%,100.0%,37.6%,67.2%,
VMI,Weethee Jordan,160,0.493,45.9%,30.0%,47.9%,17.4%,6.2%,10.0%,0.0%,63.8%,32.4%,97.0%,25.6%,73.2%,
VMI,Hinton Craig,126,0.533,52.0%,21.4%,66.7%,27.8%,13.5%,23.5%,50.0%,65.1%,35.4%,96.6%,16.7%,66.7%,
VMI,Burton Christian,74,0.469,44.6%,12.2%,33.3%,0.0%,16.2%,50.0%,0.0%,71.6%,30.2%,100.0%,23.0%,64.7%,
VMI,Watson Jarid,68,0.541,55.9%,50.0%,76.5%,46.2%,50.0%,35.3%,41.7%,0.0%,---,---,41.2%,42.9%,
VMI,Iruafemi Fred,68,0.488,45.6%,23.5%,81.2%,46.2%,76.5%,34.6%,33.3%,0.0%,---,---,36.8%,64.0%,
VMI,Branch Armani,44,0.391,39.8%,20.5%,55.6%,60.0%,27.3%,66.7%,37.5%,52.3%,13.0%,100.0%,15.9%,28.6%,
VMI,Donovan Michael,12,0.541,50.0%,0.0%,---,---,8.3%,0.0%,---,91.7%,36.4%,100.0%,16.7%,100.0%,
VMI,Mason T,6,0.167,16.7%,33.3%,50.0%,100.0%,33.3%,0.0%,---,33.3%,0.0%,---,0.0%,---,
VMI,Jenne Conrad,5,0.168,20.0%,0.0%,---,---,20.0%,100.0%,0.0%,80.0%,0.0%,---,40.0%,0.0%,
VMI,Tate Niles,5,0.400,40.0%,40.0%,100.0%,0.0%,0.0%,---,---,60.0%,0.0%,---,0.0%,---,
VMI,ESTERCHUCK,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
VMI,Total,2073,0.511,48.2%,26.2%,61.3%,32.1%,21.8%,34.1%,17.5%,52.0%,31.7%,80.4%,29.2%,68.5%,
Auburn,Harrell KT,428,0.620,56.8%,25.7%,59.1%,10.8%,21.5%,33.7%,16.1%,52.8%,43.4%,81.6%,46.5%,81.4%,
Auburn,Bowers Cinmeon,360,0.443,42.6%,66.7%,50.4%,54.5%,25.8%,26.9%,40.0%,7.5%,18.5%,100.0%,56.4%,47.8%,
Auburn,Mason Antoine,264,0.558,50.2%,31.1%,46.3%,21.1%,26.5%,38.6%,18.5%,42.4%,40.2%,71.1%,56.8%,72.7%,
Auburn,Ross-Miller KC,199,0.497,41.5%,28.1%,51.8%,20.7%,36.7%,30.1%,9.1%,35.2%,30.0%,81.0%,55.8%,76.6%,
