Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Washington,Johnson Darin,156,0.479,40.1%,32.1%,58.0%,51.7%,33.3%,26.9%,21.4%,34.6%,24.1%,92.3%,47.4%,78.4%,
Washington,Anderson Mike,119,0.549,46.6%,37.8%,57.8%,30.8%,30.3%,36.1%,23.1%,31.9%,28.9%,100.0%,74.8%,74.2%,
Washington,Kemp Jr. Shawn,110,0.576,55.5%,55.5%,80.3%,83.7%,44.5%,24.5%,66.7%,0.0%,---,---,25.5%,71.4%,
Washington,Simmons Desmond,94,0.507,44.7%,31.9%,60.0%,72.2%,58.5%,38.2%,81.0%,9.6%,22.2%,100.0%,43.6%,75.6%,
Washington,Taylor Jahmel,21,0.524,50.0%,14.3%,33.3%,100.0%,28.6%,33.3%,0.0%,57.1%,41.7%,100.0%,19.0%,75.0%,
Washington,Dierickx Gilles,8,0.168,12.5%,37.5%,0.0%,---,62.5%,20.0%,100.0%,0.0%,---,---,25.0%,50.0%,
Washington,Stewart Hikeem,6,0.417,41.7%,0.0%,---,---,16.7%,100.0%,100.0%,83.3%,20.0%,100.0%,0.0%,---,
Washington,Smith Connor,1,1.000,100.0%,100.0%,100.0%,0.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Washington,Sterling Quinn,1,1.039,150.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,100.0%,600.0%,83.3%,
Washington,Jarreau Jernard,0,0.526,0.0%,---,---,---,---,---,---,---,---,---,---,50.0%,
Washington,Total,1871,0.542,49.6%,32.5%,62.2%,51.7%,37.9%,37.9%,29.7%,29.5%,33.9%,80.2%,37.1%,75.8%,
Colorado St.,Bejarano Daniel,450,0.493,43.2%,24.0%,50.0%,33.3%,33.8%,32.2%,24.5%,42.2%,32.1%,68.9%,37.6%,79.3%,
Colorado St.,Avila J.J.,410,0.542,48.3%,41.0%,61.3%,44.7%,40.5%,35.5%,37.3%,18.5%,31.6%,100.0%,41.7%,79.5%,
Colorado St.,Octeus Jonathan,320,0.525,44.8%,37.8%,52.9%,46.9%,38.4%,31.7%,17.9%,23.8%,35.5%,92.6%,59.1%,75.7%,
Colorado St.,DE,213,0.550,52.1%,24.9%,67.9%,33.3%,29.1%,38.7%,62.5%,46.0%,34.7%,76.5%,35.7%,68.4%,
Colorado St.,Santo Gerson,109,0.608,58.7%,66.1%,77.8%,57.1%,33.9%,21.6%,62.5%,0.0%,---,---,66.1%,63.9%,
Colorado St.,Hurst Carlton,91,0.507,44.5%,48.4%,56.8%,80.0%,41.8%,36.8%,64.3%,9.9%,11.1%,100.0%,74.7%,64.7%,
Colorado St.,Cohn David,81,0.565,48.1%,24.7%,40.0%,62.5%,19.8%,43.8%,28.6%,55.6%,35.6%,75.0%,65.4%,79.2%,
Colorado St.,Holt Marcus,56,0.561,58.9%,80.4%,68.9%,58.1%,19.6%,18.2%,50.0%,0.0%,---,---,91.1%,47.1%,
Colorado St.,Smith Dwight,48,0.504,47.9%,47.9%,52.2%,75.0%,16.7%,62.5%,40.0%,35.4%,23.5%,100.0%,37.5%,61.1%,
Colorado St.,Morgan Josh,13,0.538,57.7%,38.5%,60.0%,33.3%,0.0%,---,---,61.5%,37.5%,100.0%,15.4%,0.0%,
Colorado St.,Burnett Mike,4,0.508,25.0%,75.0%,33.3%,100.0%,25.0%,0.0%,---,0.0%,---,---,100.0%,100.0%,
Colorado St.,Bueno Enrico,3,0.102,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,133.3%,25.0%,
Colorado St.,Total,1798,0.530,47.6%,36.8%,59.4%,48.9%,34.1%,33.7%,36.2%,29.0%,32.6%,80.6%,48.8%,72.6%,
UMBC,Elliott Rodney,312,0.569,52.4%,46.2%,56.2%,17.3%,13.1%,36.6%,6.7%,40.7%,35.4%,64.4%,57.1%,69.7%,
UMBC,Plummer Chase,249,0.478,44.0%,48.2%,42.5%,45.1%,20.5%,41.2%,57.1%,31.3%,32.1%,96.0%,49.4%,61.0%,
UMBC,Garner Malik,160,0.496,47.8%,37.5%,63.3%,39.5%,27.5%,36.4%,50.0%,35.0%,26.8%,93.3%,29.4%,59.6%,
UMBC,Taylor Jr. Charles,147,0.413,37.4%,57.1%,44.0%,48.6%,23.1%,35.3%,16.7%,19.7%,13.8%,100.0%,42.9%,57.1%,
UMBC,Jones Quentin,143,0.580,55.2%,27.3%,48.7%,36.8%,18.2%,34.6%,77.8%,54.5%,43.6%,97.1%,30.8%,72.7%,
UMBC,Roseboro Brett,141,0.524,47.5%,67.4%,52.6%,62.0%,24.8%,31.4%,45.5%,7.8%,36.4%,100.0%,39.0%,74.5%,
UMBC,Houston Devarick,137,0.413,38.7%,46.7%,50.0%,50.0%,15.3%,14.3%,66.7%,38.0%,23.1%,100.0%,27.7%,57.9%,
UMBC,Kadiri David,85,0.496,49.4%,80.0%,54.4%,62.2%,20.0%,29.4%,100.0%,0.0%,---,---,54.1%,47.8%,
UMBC,Getz Joey,82,0.323,28.7%,35.4%,34.5%,10.0%,40.2%,27.3%,22.2%,24.4%,15.0%,33.3%,28.0%,56.5%,
UMBC,Harris Bryan,81,0.507,43.2%,33.3%,44.4%,25.0%,12.3%,50.0%,40.0%,54.3%,27.3%,83.3%,43.2%,82.9%,
UMBC,Darley Will,66,0.451,41.7%,28.8%,57.9%,72.7%,18.2%,50.0%,33.3%,53.0%,20.0%,85.7%,22.7%,73.3%,
UMBC,Morgan Aaron,60,0.462,37.5%,28.3%,35.3%,0.0%,10.0%,0.0%,---,61.7%,29.7%,81.8%,51.7%,77.4%,
UMBC,Grace Ben,4,0.375,37.5%,0.0%,---,---,25.0%,0.0%,---,75.0%,33.3%,100.0%,0.0%,---,
UMBC,Total,1667,0.492,45.3%,46.0%,50.1%,41.4%,19.9%,33.8%,42.9%,34.2%,30.4%,85.0%,41.9%,65.5%,
Loyola Maryland,Cormier Dylon,325,0.536,49.2%,60.3%,58.2%,37.7%,18.2%,27.1%,37.5%,21.5%,28.6%,95.0%,58.8%,66.0%,
Loyola Maryland,Laster Eric,215,0.515,50.5%,29.3%,52.4%,39.4%,27.0%,34.5%,45.0%,43.7%,39.4%,91.9%,25.1%,57.4%,
Loyola Maryland,Latham Jordan,207,0.466,43.2%,59.4%,45.5%,42.9%,38.6%,40.0%,56.2%,1.9%,25.0%,0.0%,39.6%,61.0%,
Loyola Maryland,Jones Jarred,197,0.532,48.0%,67.0%,53.0%,42.9%,25.9%,39.2%,30.0%,7.1%,21.4%,100.0%,48.7%,71.9%,
Loyola Maryland,Williams R.J.,182,0.479,40.9%,35.7%,49.2%,6.2%,35.2%,26.6%,5.9%,29.1%,32.1%,88.2%,58.8%,69.2%,
Loyola Maryland,Rassman Will,161,0.506,48.8%,55.3%,55.1%,40.8%,29.8%,33.3%,31.2%,14.9%,37.5%,100.0%,18.0%,69.0%,
Loyola Maryland,Hubbard Tyler,154,0.546,52.6%,11.7%,50.0%,33.3%,9.7%,40.0%,50.0%,78.6%,36.4%,97.7%,23.4%,69.4%,
Loyola Maryland,Brito Denzel,94,0.430,32.4%,24.5%,21.7%,0.0%,24.5%,52.2%,33.3%,51.1%,18.8%,100.0%,57.4%,77.8%,
Loyola Maryland,Gorski Nick,55,0.424,40.9%,36.4%,55.0%,63.6%,45.5%,28.0%,42.9%,18.2%,30.0%,100.0%,10.9%,66.7%,
Loyola Maryland,Rashford Damion,33,0.245,24.2%,51.5%,29.4%,40.0%,18.2%,0.0%,---,30.3%,20.0%,100.0%,24.2%,25.0%,
Loyola Maryland,Patton Jevon,12,0.294,16.7%,25.0%,33.3%,0.0%,50.0%,16.7%,0.0%,25.0%,0.0%,---,58.3%,71.4%,
Loyola Maryland,Forney Josh,4,0.606,75.0%,75.0%,66.7%,0.0%,25.0%,100.0%,0.0%,0.0%,---,---,50.0%,0.0%,
Loyola Maryland,Tuohy Jr. Sean,2,0.385,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,---,200.0%,75.0%,
Loyola Maryland,Onyiuke Chido,1,0.256,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,200.0%,50.0%,
Loyola Maryland,Total,1642,0.498,45.8%,45.8%,51.5%,37.2%,26.7%,33.8%,37.2%,27.5%,32.1%,94.5%,41.3%,66.7%,
Hofstra,Upshaw Zeke,489,0.550,49.6%,19.6%,58.3%,33.9%,27.0%,37.9%,24.0%,53.4%,34.9%,81.3%,46.0%,75.6%,
Hofstra,Nesmith Dion,341,0.514,47.9%,28.7%,41.8%,9.8%,25.8%,35.2%,3.2%,45.5%,39.4%,62.3%,29.6%,72.3%,
Hofstra,Robinson Jamall,274,0.484,44.3%,24.1%,54.5%,13.9%,38.3%,37.1%,7.7%,37.6%,30.1%,90.3%,37.2%,67.6%,
Hofstra,Kone Moussa,178,0.565,56.2%,72.5%,65.1%,53.6%,27.5%,32.7%,50.0%,0.0%,---,---,34.3%,55.7%,
Hofstra,Jenkins Chris,160,0.450,43.8%,6.9%,36.4%,0.0%,5.0%,37.5%,0.0%,88.1%,29.8%,97.6%,10.0%,68.8%,
Hofstra,Allen Jordan,149,0.457,45.0%,67.8%,54.5%,41.8%,30.9%,26.1%,33.3%,1.3%,0.0%,---,97.3%,44.8%,
Hofstra,Nwaukoni Stephen,125,0.560,48.0%,65.6%,53.7%,54.5%,34.4%,37.2%,18.8%,0.0%,---,---,96.0%,70.0%,
Hofstra,Payen Darren,68,0.614,57.4%,36.8%,88.0%,50.0%,29.4%,55.0%,63.6%,33.8%,17.4%,100.0%,44.1%,76.7%,
Hofstra,Savion Adam,3,0.171,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,200.0%,33.3%,
Hofstra,Steinberg Dan,1,1.000,100.0%,0.0%,---,---,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,
Hofstra,Total,1788,0.521,48.4%,34.2%,56.0%,38.3%,27.5%,36.4%,21.8%,38.3%,33.4%,80.8%,45.1%,65.9%,
UMass Lowell,Williams Akeem,379,0.505,45.4%,34.3%,48.5%,22.2%,24.3%,30.4%,28.6%,41.4%,34.4%,68.5%,31.9%,80.2%,
UMass Lowell,Holley Chad,215,0.497,41.2%,36.3%,44.9%,25.7%,19.5%,23.8%,10.0%,44.2%,30.5%,72.4%,53.5%,79.1%,
UMass Lowell,Mlachnik DJ,199,0.479,43.0%,10.6%,33.3%,28.6%,27.6%,36.4%,50.0%,61.8%,31.7%,97.4%,29.1%,79.3%,
UMass Lowell,Livingston Tyler,188,0.495,48.7%,9.0%,35.3%,83.3%,16.5%,48.4%,66.7%,74.5%,33.6%,95.7%,9.0%,64.7%,
UMass Lowell,Bivins Antonio,142,0.580,50.7%,72.5%,59.2%,67.2%,26.1%,29.7%,54.5%,1.4%,0.0%,---,68.3%,76.3%,
UMass Lowell,Cornelius Mark,125,0.505,47.2%,32.0%,52.5%,42.9%,25.6%,34.4%,18.2%,42.4%,34.0%,88.9%,31.2%,69.2%,
UMass Lowell,Weldon Kerry,102,0.444,48.0%,87.3%,51.7%,54.3%,12.7%,23.1%,66.7%,0.0%,---,---,63.7%,30.8%,
UMass Lowell,Massey Parris,47,0.579,59.6%,53.2%,76.0%,63.2%,46.8%,40.9%,77.8%,0.0%,---,---,44.7%,47.6%,
UMass Lowell,Taylor Carlos,22,0.386,38.6%,13.6%,33.3%,100.0%,13.6%,0.0%,---,72.7%,31.2%,100.0%,0.0%,---,
UMass Lowell,Chukwuocha Kennedy,19,0.413,36.8%,73.7%,50.0%,57.1%,21.1%,0.0%,---,5.3%,0.0%,---,57.9%,54.5%,
UMass Lowell,Gelineau Michael,6,0.471,33.3%,50.0%,66.7%,100.0%,33.3%,0.0%,---,16.7%,0.0%,---,50.0%,100.0%,
UMass Lowell,McDonnell James,3,1.000,100.0%,66.7%,100.0%,100.0%,33.3%,100.0%,100.0%,0.0%,---,---,0.0%,---,
UMass Lowell,Total,1447,0.503,46.0%,36.3%,51.4%,46.7%,23.1%,32.3%,43.5%,40.6%,32.7%,84.4%,37.8%,70.4%,
Butler,Dunham Kellen,420,0.529,48.3%,12.9%,53.7%,20.7%,34.8%,39.0%,3.5%,52.4%,35.5%,60.3%,30.2%,80.3%,
Butler,Marshall Khyle,368,0.525,53.4%,50.8%,68.4%,53.9%,46.5%,39.2%,40.3%,2.7%,10.0%,100.0%,41.6%,45.8%,
Butler,Brown Elijah,196,0.464,41.3%,12.8%,36.0%,55.6%,32.1%,42.9%,14.8%,55.1%,27.8%,73.3%,24.5%,85.4%,
Butler,Barlow Alexander,190,0.496,46.8%,20.5%,43.6%,5.9%,26.3%,30.0%,0.0%,53.2%,37.6%,92.1%,18.4%,77.1%,
Butler,Woods Kameron,172,0.504,44.8%,44.8%,55.8%,34.9%,55.2%,35.8%,44.1%,0.0%,---,---,62.8%,65.7%,
Butler,Fromm Erik,156,0.467,43.6%,39.1%,57.4%,48.6%,15.4%,25.0%,50.0%,45.5%,25.4%,100.0%,36.5%,61.4%,
Butler,Chrabascz Andrew,122,0.606,54.5%,68.9%,61.9%,53.8%,22.1%,25.9%,28.6%,9.0%,45.5%,80.0%,65.6%,76.2%,
Butler,Aldridge Jackson,44,0.402,40.9%,25.0%,45.5%,0.0%,29.5%,30.8%,0.0%,45.5%,30.0%,83.3%,27.3%,33.3%,
Butler,Castro Rene,32,0.524,51.6%,50.0%,62.5%,0.0%,21.9%,28.6%,50.0%,28.1%,33.3%,100.0%,40.6%,53.8%,
Butler,Berry Nolan,26,0.580,51.9%,42.3%,90.9%,70.0%,19.2%,40.0%,50.0%,38.5%,10.0%,100.0%,26.9%,100.0%,
Butler,Morgan Devontae,23,0.443,43.5%,56.5%,61.5%,50.0%,39.1%,22.2%,0.0%,4.3%,0.0%,---,47.8%,45.5%,
Butler,Volovic Michael,6,0.741,75.0%,16.7%,100.0%,0.0%,33.3%,100.0%,0.0%,50.0%,33.3%,0.0%,50.0%,66.7%,
Butler,Bennett Steven,2,1.500,150.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,50.0%,0.0%,---,
Butler,Kampen Elliot,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Butler,Total,1758,0.514,48.2%,32.9%,59.9%,43.8%,34.8%,36.8%,24.4%,32.3%,32.3%,74.9%,37.2%,66.1%,
SIU Edwardsville,Stewart Donivine,293,0.563,52.4%,45.7%,56.7%,21.1%,15.7%,28.3%,15.4%,38.6%,38.1%,60.5%,30.0%,79.5%,
SIU Edwardsville,Nunn Rozell,213,0.564,54.2%,29.6%,58.7%,24.3%,39.9%,48.2%,56.1%,30.5%,38.5%,96.0%,19.7%,76.2%,
SIU Edwardsville,Davis Kris,208,0.552,52.6%,33.7%,55.7%,23.1%,24.0%,36.0%,5.6%,42.3%,39.8%,94.3%,36.1%,66.7%,
SIU Edwardsville,Salecich Christian,172,0.545,53.2%,20.9%,63.9%,43.5%,15.7%,37.0%,20.0%,63.4%,35.8%,87.2%,17.4%,66.7%,
SIU Edwardsville,Wiltz Maurice,170,0.607,57.9%,24.7%,50.0%,28.6%,15.3%,26.9%,42.9%,60.0%,46.1%,85.1%,42.4%,70.8%,
SIU Edwardsville,Johnson Tim,164,0.540,50.3%,34.8%,50.9%,58.6%,35.4%,53.4%,64.5%,29.9%,30.6%,93.3%,34.1%,73.2%,
SIU Edwardsville,Jackson Keaton,150,0.738,74.7%,78.0%,80.3%,63.8%,20.0%,50.0%,33.3%,2.0%,66.7%,100.0%,61.3%,67.4%,
SIU Edwardsville,Lester Ray,135,0.463,45.9%,68.1%,52.2%,45.8%,30.4%,34.1%,57.1%,1.5%,0.0%,---,72.6%,44.9%,
SIU Edwardsville,Messer Michael,95,0.546,50.5%,42.1%,55.0%,45.5%,26.3%,44.0%,63.6%,31.6%,33.3%,100.0%,47.4%,68.9%,
SIU Edwardsville,Fiorentinos Grant,33,0.419,45.5%,66.7%,54.5%,83.3%,33.3%,27.3%,100.0%,0.0%,---,---,33.3%,18.2%,
SIU Edwardsville,Craig Cameron,26,0.380,30.8%,23.1%,33.3%,0.0%,50.0%,46.2%,0.0%,26.9%,0.0%,---,34.6%,77.8%,
SIU Edwardsville,Scheer Keaton,3,0.500,50.0%,0.0%,---,---,33.3%,0.0%,---,66.7%,50.0%,100.0%,0.0%,---,
SIU Edwardsville,Okunrinboye Akintonye,2,0.404,50.0%,50.0%,100.0%,100.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,
SIU Edwardsville,Total,1664,0.564,54.0%,40.9%,59.4%,42.1%,24.8%,40.9%,43.8%,34.3%,38.0%,84.8%,37.2%,66.2%,
Iowa,Marble Roy Devyn,436,0.528,47.9%,26.6%,62.1%,31.9%,39.2%,34.5%,44.1%,34.2%,34.9%,90.4%,45.6%,71.4%,
Iowa,White Aaron,245,0.659,60.0%,59.2%,75.2%,68.8%,28.2%,37.7%,50.0%,12.7%,25.8%,100.0%,65.7%,80.7%,
Iowa,Gesell Mike,240,0.470,43.5%,30.8%,50.0%,18.9%,30.8%,32.4%,20.8%,38.3%,31.5%,93.1%,30.4%,67.1%,
Iowa,McCabe Zach,172,0.511,47.1%,25.6%,61.4%,70.4%,26.7%,26.1%,33.3%,47.7%,34.1%,100.0%,30.2%,75.0%,
Iowa,Uthoff Jarrod,168,0.609,55.1%,31.5%,71.7%,42.1%,44.6%,38.7%,24.1%,23.8%,42.5%,100.0%,48.8%,81.7%,
Iowa,Basabe Melsahn,164,0.588,56.4%,53.7%,69.3%,59.0%,45.7%,40.0%,60.0%,0.6%,100.0%,0.0%,41.5%,67.6%,
Iowa,Olaseni Gabriel,140,0.568,50.0%,55.7%,57.7%,51.1%,44.3%,40.3%,52.0%,0.0%,---,---,71.4%,73.0%,
Iowa,Woodbury Adam,136,0.560,51.5%,42.6%,58.6%,73.5%,57.4%,46.2%,61.1%,0.0%,---,---,50.7%,71.0%,
Iowa,Oglesby Josh,110,0.589,57.7%,5.5%,50.0%,66.7%,24.5%,51.9%,57.1%,70.0%,40.3%,93.5%,13.6%,73.3%,
Iowa,Jok Peter,95,0.535,48.4%,20.0%,63.2%,8.3%,31.6%,33.3%,50.0%,48.4%,34.8%,75.0%,35.8%,79.4%,
Iowa,Clemmons Anthony,47,0.595,57.4%,31.9%,60.0%,33.3%,34.0%,56.2%,33.3%,34.0%,37.5%,100.0%,83.0%,61.5%,
Iowa,Denning Kyle,11,0.636,63.6%,18.2%,100.0%,50.0%,18.2%,100.0%,0.0%,63.6%,28.6%,100.0%,0.0%,---,
Iowa,Meyer Kyle,10,0.274,25.0%,30.0%,33.3%,0.0%,20.0%,0.0%,---,50.0%,20.0%,100.0%,20.0%,50.0%,
Iowa,Stokes Darius,6,0.216,16.7%,33.3%,50.0%,100.0%,66.7%,0.0%,---,0.0%,---,---,33.3%,50.0%,
Iowa,Ukah Okey,4,0.303,25.0%,75.0%,33.3%,0.0%,25.0%,0.0%,---,0.0%,---,---,50.0%,50.0%,
Iowa,LUCAS-PERRYPATRICK,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Iowa,Total,1984,0.558,51.1%,35.6%,64.0%,51.3%,36.9%,37.7%,44.9%,27.5%,35.0%,92.7%,45.3%,73.5%,
Florida A&M,Adams Jamie,399,0.557,49.0%,21.8%,55.2%,10.4%,27.1%,29.6%,3.1%,51.1%,37.7%,54.5%,50.6%,79.2%,
Florida A&M,Lewis Reggie,385,0.499,47.7%,13.5%,57.7%,30.0%,36.6%,33.3%,27.7%,49.9%,37.0%,87.3%,12.5%,83.3%,
Florida A&M,Bradshaw Jomari,258,0.507,49.4%,40.3%,58.7%,27.9%,26.7%,33.3%,30.4%,32.9%,34.1%,86.2%,35.7%,55.4%,
Florida A&M,Kellum Trey,224,0.519,49.6%,57.6%,63.6%,50.0%,42.4%,30.5%,41.4%,0.0%,---,---,36.6%,62.2%,
Florida A&M,King Bobby,126,0.550,55.6%,63.5%,71.2%,42.1%,36.5%,28.3%,61.5%,0.0%,---,---,32.5%,48.8%,
Florida A&M,Rozier Christopher,106,0.338,30.2%,15.1%,37.5%,83.3%,49.1%,26.9%,50.0%,35.8%,21.1%,100.0%,18.9%,70.0%,
Florida A&M,Bullard D'Andre,100,0.377,34.0%,32.0%,50.0%,31.2%,36.0%,25.0%,44.4%,32.0%,18.8%,83.3%,24.0%,66.7%,
Florida A&M,Crawford Pierre,79,0.446,44.3%,48.1%,55.3%,42.9%,51.9%,34.1%,42.9%,0.0%,---,---,25.3%,45.0%,
Florida A&M,Conner Willie,77,0.366,29.9%,32.5%,48.0%,16.7%,44.2%,32.4%,72.7%,23.4%,0.0%,---,58.4%,57.8%,
Florida A&M,Spillier Richie,73,0.413,37.0%,31.5%,30.4%,0.0%,30.1%,22.7%,0.0%,38.4%,35.7%,60.0%,41.1%,60.0%,
Florida A&M,Abdul-Aleem Muhammad,73,0.442,39.0%,30.1%,72.7%,12.5%,46.6%,14.7%,40.0%,23.3%,29.4%,60.0%,50.7%,62.2%,
Florida A&M,Davis Walter,42,0.548,57.1%,78.6%,69.7%,34.8%,21.4%,11.1%,0.0%,0.0%,---,---,50.0%,42.9%,
Florida A&M,Odi Onyekachukwu,39,0.291,30.8%,53.8%,33.3%,42.9%,46.2%,27.8%,40.0%,0.0%,---,---,30.8%,16.7%,
Florida A&M,Nelson Greg,29,0.519,43.1%,10.3%,66.7%,0.0%,10.3%,0.0%,---,79.3%,30.4%,100.0%,48.3%,85.7%,
Florida A&M,BROWNJULIUS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Florida A&M,Total,2010,0.488,45.5%,33.1%,58.3%,33.5%,35.2%,29.4%,33.7%,31.7%,33.4%,74.2%,34.2%,65.6%,
TCU,Anderson Kyan,342,0.612,53.8%,38.9%,57.1%,11.8%,28.1%,40.6%,12.8%,33.0%,40.7%,65.2%,54.7%,85.0%,
TCU,Ray Jarvis,261,0.486,45.4%,49.4%,55.8%,50.0%,37.9%,39.4%,46.2%,12.6%,15.2%,100.0%,29.5%,67.5%,
TCU,Parrish Brandon,241,0.459,43.6%,24.9%,53.3%,43.8%,31.5%,28.9%,54.5%,43.6%,32.4%,100.0%,24.5%,62.7%,
TCU,Shepherd Karviar,222,0.484,41.2%,45.0%,51.0%,68.6%,54.1%,32.5%,79.5%,0.9%,50.0%,0.0%,57.7%,71.1%,
TCU,Fields Amric,196,0.513,48.5%,28.1%,67.3%,64.9%,41.8%,34.1%,57.1%,30.1%,33.9%,95.0%,36.7%,63.9%,
TCU,Williams Michael,101,0.428,36.6%,29.7%,43.3%,7.7%,30.7%,19.4%,0.0%,39.6%,30.0%,91.7%,47.5%,66.7%,
TCU,Gore Christian,96,0.504,41.1%,29.2%,50.0%,57.1%,28.1%,22.2%,50.0%,42.7%,31.7%,100.0%,67.7%,75.4%,
TCU,Hill Jr. Charles,70,0.442,40.7%,34.3%,50.0%,41.7%,32.9%,26.1%,50.0%,32.9%,30.4%,85.7%,34.3%,62.5%,
TCU,Price Hudson,62,0.398,29.8%,37.1%,30.4%,57.1%,17.7%,9.1%,0.0%,45.2%,25.0%,100.0%,50.0%,77.4%,
TCU,Montigel Thomas,20,0.413,25.0%,55.0%,45.5%,40.0%,15.0%,0.0%,---,30.0%,0.0%,---,70.0%,85.7%,
TCU,Dincer Kemal,6,0.216,16.7%,16.7%,100.0%,0.0%,50.0%,0.0%,---,33.3%,0.0%,---,33.3%,50.0%,
TCU,Smith III Clyde,6,0.576,58.3%,16.7%,100.0%,100.0%,50.0%,33.3%,100.0%,33.3%,50.0%,100.0%,33.3%,50.0%,
TCU,LAMMERTCONNOR,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
TCU,Total,1623,0.503,44.8%,36.7%,53.9%,43.3%,35.4%,32.6%,47.6%,28.0%,32.2%,86.3%,43.7%,73.2%,
Oregon,Young Joseph,429,0.627,56.9%,35.2%,60.3%,30.8%,22.1%,41.1%,46.2%,42.7%,41.5%,82.9%,41.0%,88.1%,
Oregon,Moser Mike,368,0.559,53.5%,31.8%,57.3%,49.3%,28.0%,44.7%,50.0%,40.2%,37.8%,92.9%,19.8%,76.7%,
Oregon,Dotson Damyean,265,0.525,48.7%,34.7%,62.0%,47.4%,34.0%,36.7%,51.5%,31.3%,31.3%,92.3%,24.9%,80.3%,
Oregon,Calliste Jason,218,0.738,67.7%,24.3%,58.5%,35.5%,16.5%,52.8%,36.8%,59.2%,50.4%,78.5%,72.0%,87.3%,
Oregon,Amardi Richard,171,0.534,52.3%,52.0%,61.8%,49.1%,46.2%,41.8%,63.6%,1.8%,33.3%,100.0%,42.1%,55.6%,
Oregon,Loyd Johnathan,159,0.591,51.6%,34.6%,58.2%,18.8%,32.7%,44.2%,21.7%,32.7%,34.6%,88.9%,57.2%,82.4%,
Oregon,Cook Elgin,134,0.614,58.2%,64.9%,70.1%,27.9%,25.4%,41.2%,35.7%,9.7%,15.4%,100.0%,81.3%,66.1%,
Oregon,Artis Dominic,97,0.439,38.1%,45.4%,43.2%,26.3%,22.7%,27.3%,0.0%,32.0%,25.8%,50.0%,44.3%,67.4%,
Oregon,Carter Ben,47,0.495,38.3%,59.6%,42.9%,33.3%,38.3%,33.3%,83.3%,2.1%,0.0%,---,74.5%,77.1%,
Oregon,Austin Waverly,46,0.460,41.3%,84.8%,43.6%,58.8%,15.2%,28.6%,50.0%,0.0%,---,---,63.0%,58.6%,
Oregon,Abdul-Bassit Jalil,34,0.423,42.6%,29.4%,10.0%,100.0%,17.6%,50.0%,0.0%,52.9%,38.9%,100.0%,23.5%,37.5%,
Oregon,Lucenti Nicholas,3,0.000,0.0%,33.3%,0.0%,---,0.0%,---,---,66.7%,0.0%,---,0.0%,---,
Oregon,Crow Brian,3,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Oregon,Lapray AJ,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Oregon,Friedman Theo,1,0.779,100.0%,100.0%,100.0%,0.0%,0.0%,---,---,0.0%,---,---,600.0%,66.7%,
Oregon,Armstead Arik,1,1.000,100.0%,100.0%,100.0%,0.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Oregon,Total,1977,0.583,53.5%,38.8%,57.9%,38.0%,27.5%,41.3%,45.5%,33.7%,38.9%,84.9%,43.8%,77.2%,
Col. of Charleston,Stitt Anthony,317,0.457,44.3%,24.6%,44.9%,8.6%,25.6%,28.4%,17.4%,49.8%,34.8%,67.3%,22.1%,55.7%,
Col. of Charleston,Hall Willis,313,0.567,53.8%,34.5%,63.9%,36.2%,28.4%,39.3%,34.3%,37.1%,37.1%,88.4%,23.3%,78.1%,
Col. of Charleston,Barry Canyon,210,0.455,40.0%,24.3%,58.8%,30.0%,35.2%,20.3%,13.3%,40.5%,30.6%,88.5%,36.2%,73.7%,
Col. of Charleston,Baru Adjehi,203,0.541,50.2%,42.4%,62.8%,70.4%,57.6%,41.0%,22.9%,0.0%,---,---,64.5%,63.4%,
Col. of Charleston,Thomas Anthony,198,0.492,48.2%,46.5%,62.0%,21.1%,44.9%,38.2%,11.8%,8.6%,17.6%,100.0%,32.8%,52.3%,
Col. of Charleston,Chealey Joe,159,0.475,42.5%,32.7%,48.1%,20.0%,27.0%,32.6%,7.1%,40.3%,29.7%,78.9%,47.2%,66.7%,
Col. of Charleston,Johnson Nori,149,0.610,58.7%,9.4%,42.9%,33.3%,9.4%,35.7%,0.0%,81.2%,42.1%,94.1%,15.4%,87.0%,
