Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Drexel,Cartwright Andrew,5,0.420,30.0%,0.0%,---,---,0.0%,---,---,100.0%,20.0%,100.0%,40.0%,100.0%,
Drexel,Fraser-Pauls Chandler,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,200.0%,0.0%,
Drexel,POINTERMARQUISE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Drexel,Total,1721,0.484,44.3%,30.6%,55.0%,49.0%,39.3%,32.1%,42.9%,30.0%,32.9%,88.2%,36.8%,68.5%,
South Carolina,Thornwell Sindarius,377,0.504,44.3%,26.3%,55.6%,21.8%,37.1%,30.7%,16.3%,36.6%,33.3%,89.1%,42.7%,76.4%,
South Carolina,Carrera Michael,323,0.579,52.8%,30.3%,58.2%,40.4%,30.7%,37.4%,27.0%,39.0%,40.5%,86.3%,50.2%,75.3%,
South Carolina,Notice Duane,296,0.539,50.3%,20.6%,44.3%,40.7%,21.6%,31.2%,10.0%,57.8%,39.8%,94.1%,30.7%,74.7%,
South Carolina,Chatkevicius Laimonas,260,0.581,55.2%,41.5%,70.4%,60.5%,48.1%,45.6%,71.9%,10.4%,25.9%,85.7%,30.8%,73.8%,
South Carolina,Kacinas Mindaugas,250,0.572,55.2%,46.8%,69.2%,55.6%,26.4%,36.4%,54.2%,26.8%,32.8%,86.4%,37.6%,64.9%,
South Carolina,Dozier PJ,239,0.422,40.2%,33.5%,50.0%,35.0%,46.9%,36.6%,9.8%,19.7%,21.3%,60.0%,28.5%,54.4%,
South Carolina,Silva Chris,110,0.533,48.2%,59.1%,53.8%,51.4%,40.9%,40.0%,27.8%,0.0%,---,---,100.0%,60.9%,
South Carolina,Stroman Marcus,54,0.429,30.6%,42.6%,26.1%,33.3%,40.7%,13.6%,33.3%,16.7%,55.6%,80.0%,98.1%,66.0%,
South Carolina,McKie Justin,47,0.373,33.0%,29.8%,71.4%,50.0%,31.9%,6.7%,0.0%,38.3%,16.7%,100.0%,29.8%,64.3%,
South Carolina,Doby Raymond,27,0.425,37.0%,25.9%,71.4%,60.0%,70.4%,26.3%,40.0%,3.7%,0.0%,---,55.6%,60.0%,
South Carolina,Gregory Jamall,24,0.563,54.2%,41.7%,60.0%,16.7%,33.3%,50.0%,0.0%,25.0%,33.3%,100.0%,54.2%,61.5%,
South Carolina,Cobb Eric,23,0.428,56.5%,60.9%,57.1%,50.0%,39.1%,55.6%,20.0%,0.0%,---,---,78.3%,5.6%,
South Carolina,Blanton Temarcus,8,0.606,50.0%,12.5%,100.0%,0.0%,37.5%,0.0%,---,50.0%,50.0%,100.0%,50.0%,100.0%,
South Carolina,Ragin John,3,0.333,33.3%,33.3%,100.0%,0.0%,33.3%,0.0%,---,33.3%,0.0%,---,0.0%,---,
South Carolina,ROBINSONZAYNAH,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
South Carolina,Total,2041,0.525,48.5%,34.2%,58.5%,45.1%,35.7%,35.4%,33.3%,30.1%,35.1%,88.4%,43.3%,68.3%,
Boston College,Carter Eli,456,0.472,43.6%,23.7%,53.7%,22.4%,27.9%,40.2%,11.8%,48.5%,27.1%,40.0%,21.9%,77.0%,
Boston College,Clifford Dennis,238,0.520,49.4%,50.4%,64.2%,70.1%,45.0%,36.4%,66.7%,4.6%,9.1%,100.0%,44.5%,61.3%,
Boston College,Robinson Jerome,230,0.503,47.8%,34.3%,58.2%,41.3%,38.7%,31.5%,46.4%,27.0%,38.7%,83.3%,30.4%,64.3%,
Boston College,Turner A.J.,158,0.440,41.5%,20.3%,68.8%,54.5%,19.6%,19.4%,16.7%,60.1%,26.3%,100.0%,20.9%,66.7%,
Boston College,Barnes-Thompkins Sammy,132,0.518,51.1%,25.0%,57.6%,42.1%,16.7%,9.1%,0.0%,58.3%,40.3%,74.2%,15.9%,57.1%,
Boston College,Owens Garland,127,0.497,46.9%,58.3%,54.1%,60.0%,21.3%,33.3%,77.8%,20.5%,26.9%,100.0%,33.1%,64.3%,
Boston College,Milon Matt,110,0.644,62.3%,20.0%,54.5%,58.3%,14.5%,25.0%,0.0%,65.5%,48.6%,94.3%,10.9%,100.0%,
Boston College,Meznieks Ervins,109,0.432,42.7%,18.3%,40.0%,50.0%,10.1%,36.4%,75.0%,71.6%,29.5%,104.3%,17.4%,47.4%,
Boston College,Hicks Darryl,77,0.430,42.9%,19.5%,60.0%,33.3%,28.6%,27.3%,66.7%,51.9%,30.0%,83.3%,9.1%,42.9%,
Boston College,Diallo Idy,44,0.523,59.1%,75.0%,63.6%,85.7%,25.0%,45.5%,100.0%,0.0%,---,---,31.8%,7.1%,
Boston College,Reyes Johncarlos,10,0.546,60.0%,80.0%,62.5%,20.0%,20.0%,50.0%,100.0%,0.0%,---,---,40.0%,25.0%,
Boston College,Perpiglia Steve,7,0.334,35.7%,42.9%,33.3%,0.0%,0.0%,---,---,57.1%,25.0%,0.0%,14.3%,0.0%,
Boston College,Gehan Gordon,3,0.667,66.7%,66.7%,50.0%,100.0%,33.3%,100.0%,0.0%,0.0%,---,---,0.0%,---,
Boston College,Barros Jordan,2,0.750,75.0%,0.0%,---,---,0.0%,---,---,100.0%,50.0%,0.0%,0.0%,---,
Boston College,Ghebremichael Aser,1,1.500,150.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,100.0%,0.0%,---,
Boston College,JACKDONOVON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Boston College,ARMSTRONGJACOBY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Boston College,SMITHJALEEN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Boston College,MCNAMARAPAT,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Boston College,Total,1704,0.495,47.3%,32.2%,58.1%,51.4%,27.3%,33.5%,42.3%,40.4%,32.1%,76.0%,25.2%,63.9%,
Kentucky,Murray Jamal,538,0.590,55.9%,20.4%,65.5%,27.8%,28.1%,39.1%,13.6%,51.5%,40.8%,89.4%,28.3%,78.3%,
Kentucky,Ulis Tyler,442,0.567,49.7%,18.8%,57.8%,4.2%,45.0%,44.7%,5.6%,36.2%,34.4%,56.4%,44.1%,85.6%,
Kentucky,Briscoe Isaiah,301,0.453,44.7%,51.5%,59.4%,32.6%,36.2%,32.1%,28.6%,12.3%,13.5%,60.0%,41.2%,46.0%,
Kentucky,Poythress Alex,198,0.643,61.9%,55.1%,79.8%,56.3%,33.3%,37.9%,64.0%,11.6%,30.4%,100.0%,51.5%,70.6%,
Kentucky,Labissiere Skal,190,0.540,51.6%,28.9%,67.3%,59.5%,70.0%,45.9%,75.4%,1.1%,0.0%,---,32.6%,66.1%,
Kentucky,Willis Derek,168,0.667,64.0%,17.3%,72.4%,47.6%,11.3%,36.8%,57.1%,71.4%,44.2%,96.2%,21.4%,88.9%,
Kentucky,Lee Marcus,150,0.638,68.0%,76.0%,82.5%,70.2%,24.0%,22.2%,25.0%,0.0%,---,---,41.3%,40.3%,
Kentucky,Matthews Charles,52,0.448,45.2%,50.0%,61.5%,37.5%,42.3%,27.3%,33.3%,7.7%,25.0%,100.0%,65.4%,41.2%,
Kentucky,Hawkins Dominique,46,0.527,45.7%,15.2%,71.4%,20.0%,21.7%,40.0%,0.0%,63.0%,27.6%,100.0%,54.3%,76.0%,
Kentucky,Humphries Isaac,41,0.447,39.0%,29.3%,66.7%,25.0%,70.7%,27.6%,75.0%,0.0%,---,---,36.6%,73.3%,
Kentucky,Mulder Mychal,20,0.286,25.0%,15.0%,33.3%,100.0%,25.0%,20.0%,100.0%,60.0%,16.7%,100.0%,10.0%,100.0%,
Kentucky,David Jonny,2,0.339,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,100.0%,100.0%,
Kentucky,Floreal EJ,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,200.0%,0.0%,
Kentucky,HILLKASEY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Kentucky,Total,2149,0.564,53.5%,32.7%,68.4%,43.5%,36.3%,38.8%,33.0%,31.0%,36.6%,83.6%,37.8%,69.0%,
Arizona,York Gabe,419,0.560,53.9%,17.9%,53.3%,32.5%,26.5%,35.1%,10.3%,55.6%,42.1%,74.5%,18.6%,75.6%,
Arizona,Anderson Ryan,319,0.604,54.9%,50.2%,74.4%,58.8%,47.6%,34.9%,54.7%,2.2%,28.6%,100.0%,65.2%,74.5%,
Arizona,Trier Allonzo,262,0.603,54.2%,29.8%,73.1%,22.8%,28.2%,33.8%,4.0%,42.0%,36.4%,77.5%,55.3%,79.3%,
Arizona,Allen Kadeem,215,0.548,50.7%,39.5%,57.6%,18.4%,37.2%,41.2%,21.2%,23.3%,36.0%,77.8%,44.2%,70.5%,
Arizona,Tollefsen Mark,175,0.612,58.9%,21.7%,78.9%,50.0%,36.6%,53.1%,47.1%,41.7%,35.6%,96.2%,22.3%,79.5%,
Arizona,Ristic Dusan,171,0.579,55.8%,37.4%,71.9%,56.5%,57.9%,45.5%,55.6%,4.7%,37.5%,66.7%,48.0%,63.4%,
Arizona,Tarczewski Kaleb,150,0.592,53.3%,66.0%,63.6%,65.1%,34.0%,33.3%,41.2%,0.0%,---,---,78.7%,71.2%,
Arizona,Jackson-Cartwright Parker,142,0.526,49.6%,29.6%,52.4%,13.6%,19.7%,28.6%,25.0%,50.7%,37.5%,100.0%,40.1%,64.9%,
Arizona,Simon Justin,46,0.500,51.1%,47.8%,54.5%,50.0%,45.7%,47.6%,20.0%,6.5%,33.3%,100.0%,45.7%,42.9%,
Arizona,Comanche Chance,33,0.530,48.5%,48.5%,75.0%,83.3%,51.5%,23.5%,50.0%,0.0%,---,---,48.5%,68.8%,
Arizona,Pitts Elliott,26,0.297,30.8%,26.9%,57.1%,50.0%,11.5%,33.3%,100.0%,61.5%,12.5%,100.0%,7.7%,0.0%,
Arizona,Hazzard Jacob,10,0.822,80.0%,0.0%,---,---,40.0%,50.0%,0.0%,60.0%,66.7%,100.0%,20.0%,100.0%,
Arizona,Cruz Paulo,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Arizona,MCLAUGHLINJORDAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Arizona,GORDONWESLEY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Arizona,Total,1970,0.575,53.6%,34.8%,66.2%,45.8%,35.7%,38.5%,35.4%,29.4%,38.1%,81.9%,43.8%,72.1%,
Lafayette,Lindner Nick,337,0.489,43.8%,33.8%,46.5%,3.8%,29.1%,33.7%,6.1%,37.1%,32.8%,63.4%,35.6%,75.0%,
Lafayette,Klinewski Matt,302,0.548,49.7%,45.7%,59.4%,46.3%,54.0%,41.7%,73.5%,0.3%,0.0%,---,43.0%,76.2%,
Lafayette,Boykins Monty,281,0.502,48.0%,24.2%,44.1%,13.3%,22.1%,38.7%,20.8%,53.7%,35.8%,90.7%,29.9%,61.9%,
Lafayette,Scott Bryce,258,0.621,60.7%,17.4%,60.0%,37.0%,17.8%,43.5%,25.0%,64.7%,43.7%,89.0%,19.4%,74.0%,
Lafayette,Zalys Paulius,169,0.577,55.9%,40.8%,66.7%,47.8%,19.5%,42.4%,21.4%,39.6%,34.3%,95.7%,36.7%,64.5%,
Lafayette,Rufer Zach,162,0.556,54.6%,14.2%,52.2%,50.0%,7.4%,25.0%,33.3%,78.4%,38.6%,93.9%,18.5%,63.3%,
Lafayette,Freeland Ben,63,0.584,57.1%,41.3%,69.2%,66.7%,58.7%,48.6%,72.2%,0.0%,---,---,12.7%,75.0%,
Lafayette,Evans Auston,57,0.533,52.6%,73.7%,66.7%,25.0%,17.5%,20.0%,0.0%,8.8%,0.0%,---,66.7%,52.6%,
Lafayette,Musters Nathaniel,42,0.491,47.6%,33.3%,57.1%,62.5%,66.7%,42.9%,83.3%,0.0%,---,---,14.3%,66.7%,
Lafayette,Stafford Eric,35,0.356,30.0%,28.6%,50.0%,40.0%,20.0%,14.3%,100.0%,51.4%,16.7%,100.0%,42.9%,60.0%,
Lafayette,Barlow Tyler,24,0.414,37.5%,37.5%,44.4%,50.0%,62.5%,33.3%,100.0%,0.0%,---,---,33.3%,62.5%,
Lafayette,Orender Jacob,6,0.250,25.0%,0.0%,---,---,0.0%,---,---,100.0%,16.7%,100.0%,0.0%,---,
Lafayette,Murphy Billy,5,0.300,30.0%,0.0%,---,---,20.0%,0.0%,---,80.0%,25.0%,100.0%,0.0%,---,
Lafayette,MCLAUGHLINJORDAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Lafayette,ANDERSONDARIAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Lafayette,Total,1741,0.535,50.6%,32.1%,56.1%,35.1%,29.4%,39.1%,47.5%,38.5%,36.5%,86.9%,31.6%,69.1%,
Charleston So.,Potter Armel,372,0.488,45.6%,24.7%,60.9%,23.2%,39.0%,29.7%,7.0%,36.3%,34.8%,70.2%,29.3%,68.8%,
Charleston So.,Wheeler Aaron,260,0.531,52.5%,54.2%,59.6%,25.0%,26.5%,47.8%,15.2%,19.2%,26.0%,92.3%,41.9%,53.2%,
Charleston So.,Robinson Raemond,241,0.583,57.7%,7.1%,29.4%,20.0%,12.0%,37.9%,18.2%,80.9%,42.1%,82.9%,8.3%,70.0%,
Charleston So.,Wallace Patrick,238,0.536,51.7%,9.2%,59.1%,15.4%,6.7%,12.5%,0.0%,84.0%,36.0%,81.9%,10.5%,88.0%,
Charleston So.,Howard Javis,185,0.535,53.2%,36.8%,73.5%,50.0%,57.8%,41.1%,38.6%,5.4%,30.0%,100.0%,36.2%,52.2%,
Charleston So.,Pollard Demetrius,184,0.494,47.3%,20.7%,60.5%,39.1%,15.2%,35.7%,30.0%,64.1%,30.5%,94.4%,25.5%,63.8%,
Charleston So.,King Reuben,120,0.508,49.6%,50.8%,68.9%,28.6%,34.2%,31.7%,38.5%,15.0%,16.7%,100.0%,25.8%,58.1%,
Charleston So.,Upchurch Danny,93,0.428,40.9%,12.9%,50.0%,33.3%,9.7%,22.2%,0.0%,77.4%,27.8%,80.0%,24.7%,56.5%,
Charleston So.,Mmonu Ugo,43,0.668,64.0%,69.8%,60.0%,44.4%,14.0%,83.3%,60.0%,16.3%,42.9%,100.0%,60.5%,73.1%,
Charleston So.,Brooks Melvin,29,0.489,44.8%,55.2%,62.5%,30.0%,44.8%,23.1%,66.7%,0.0%,---,---,34.5%,70.0%,
Charleston So.,Johnson Wesley,28,0.605,57.1%,75.0%,66.7%,50.0%,25.0%,28.6%,50.0%,0.0%,---,---,125.0%,62.9%,
Charleston So.,Washington Jabbar,10,0.350,30.0%,20.0%,50.0%,0.0%,50.0%,40.0%,50.0%,30.0%,0.0%,---,60.0%,50.0%,
Charleston So.,Raymond Jantzen,3,0.432,50.0%,0.0%,---,---,33.3%,0.0%,---,66.7%,50.0%,100.0%,33.3%,0.0%,
Charleston So.,Durkee Zach,2,0.876,100.0%,50.0%,100.0%,100.0%,50.0%,100.0%,100.0%,0.0%,---,---,150.0%,66.7%,
Charleston So.,Total,1808,0.523,50.6%,28.8%,62.0%,32.2%,26.4%,35.8%,25.1%,44.8%,34.6%,82.9%,28.3%,62.1%,
ETSU,Guyn Ge&#x27;Lawn,510,0.559,52.5%,26.9%,51.8%,9.9%,29.2%,37.6%,16.1%,43.9%,42.0%,72.3%,30.0%,75.2%,
ETSU,Cromer T.J.,421,0.556,51.5%,21.1%,57.3%,39.2%,33.3%,43.6%,4.9%,45.6%,36.5%,74.3%,30.4%,79.7%,
ETSU,Bello Deuce,240,0.554,52.1%,47.1%,61.1%,31.9%,13.8%,33.3%,36.4%,39.2%,31.9%,90.0%,50.8%,65.6%,
ETSU,Wilson Lester,193,0.567,54.9%,8.8%,35.3%,50.0%,11.4%,31.8%,57.1%,79.8%,40.3%,96.8%,19.2%,73.0%,
ETSU,Bradford Desonta,188,0.610,56.1%,41.5%,57.7%,22.2%,33.5%,46.0%,3.4%,25.0%,44.7%,85.7%,42.0%,81.0%,
ETSU,Banks Isaac,150,0.584,60.0%,66.0%,73.7%,56.2%,34.0%,33.3%,35.3%,0.0%,---,---,52.7%,49.4%,
ETSU,Jurkin Peter,128,0.606,56.2%,52.3%,64.2%,55.8%,46.9%,48.3%,48.3%,0.8%,0.0%,---,46.1%,76.3%,
ETSU,Merriweather A.J.,100,0.592,55.0%,55.0%,60.0%,48.5%,24.0%,41.7%,50.0%,21.0%,38.1%,100.0%,42.0%,76.2%,
ETSU,McClain Petey,83,0.468,44.0%,44.6%,59.5%,4.5%,18.1%,26.7%,0.0%,37.3%,22.6%,71.4%,36.1%,60.0%,
ETSU,Lufile Abednego,80,0.504,46.2%,60.0%,58.3%,25.0%,32.5%,34.6%,44.4%,7.5%,0.0%,---,42.5%,67.6%,
ETSU,Holley Nigel,22,0.474,45.5%,36.4%,62.5%,80.0%,63.6%,35.7%,40.0%,0.0%,---,---,31.8%,57.1%,
ETSU,Moore Stetson,12,0.458,45.8%,8.3%,100.0%,0.0%,8.3%,0.0%,---,83.3%,30.0%,33.3%,0.0%,---,
ETSU,Stokes Toriano,8,0.455,50.0%,50.0%,75.0%,33.3%,50.0%,25.0%,100.0%,0.0%,---,---,50.0%,25.0%,
ETSU,COLLINSSPENCER,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
ETSU,Total,2135,0.562,53.0%,35.3%,59.8%,34.7%,28.2%,39.7%,22.2%,36.5%,37.8%,81.0%,36.3%,71.1%,
Wisconsin,Hayes Nigel,438,0.491,41.2%,29.0%,51.2%,21.5%,40.6%,32.0%,19.3%,30.4%,29.3%,71.8%,58.9%,73.6%,
Wisconsin,Koenig Bronson,385,0.532,50.0%,13.8%,49.1%,7.7%,30.9%,35.3%,2.4%,55.3%,39.0%,61.4%,25.2%,76.3%,
Wisconsin,Happ Ethan,303,0.567,53.8%,85.1%,59.3%,44.4%,14.9%,22.2%,10.0%,0.0%,---,---,55.4%,64.3%,
Wisconsin,Brown Vitto,292,0.534,51.0%,14.7%,55.8%,54.2%,52.7%,44.2%,66.2%,32.5%,40.0%,100.0%,18.8%,76.4%,
Wisconsin,Showalter Zak,198,0.583,54.8%,35.4%,67.1%,23.4%,10.6%,28.6%,33.3%,54.0%,34.6%,97.3%,28.3%,80.4%,
Wisconsin,Hill Jordan,87,0.484,47.7%,17.2%,73.3%,9.1%,24.1%,23.8%,0.0%,58.6%,33.3%,76.5%,6.9%,66.7%,
Wisconsin,Thomas Charlie,73,0.413,39.7%,24.7%,66.7%,75.0%,54.8%,27.5%,63.6%,20.5%,26.7%,100.0%,41.1%,46.7%,
Wisconsin,Iverson Khalil,70,0.499,48.6%,71.4%,60.0%,66.7%,11.4%,12.5%,0.0%,17.1%,16.7%,100.0%,51.4%,52.8%,
Wisconsin,Illikainen Alex,63,0.506,48.4%,19.0%,58.3%,100.0%,36.5%,43.5%,90.0%,44.4%,32.1%,88.9%,23.8%,66.7%,
Wisconsin,Smith Jordan,3,0.452,33.3%,33.3%,100.0%,0.0%,66.7%,0.0%,---,0.0%,---,---,100.0%,66.7%,
Wisconsin,Dearring Riley,2,0.339,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,100.0%,100.0%,
Wisconsin,Moesch Aaron,2,0.678,50.0%,100.0%,50.0%,100.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,
Wisconsin,Decorah Will,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,0.0%,---,
Wisconsin,Schlundt T.J.,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Wisconsin,CARTERROBERT,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Wisconsin,BUGGSCHARLES,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Wisconsin,Total,1917,0.524,48.5%,33.9%,58.0%,38.7%,31.9%,34.4%,36.2%,34.2%,34.9%,78.6%,38.0%,70.3%,
Alabama,Obasohan Retin,410,0.569,52.9%,35.4%,61.4%,13.5%,33.2%,41.2%,5.4%,31.5%,37.2%,56.2%,51.0%,69.9%,
Alabama,Edwards Arthur,259,0.560,55.0%,13.9%,63.9%,39.1%,16.6%,30.2%,23.1%,69.5%,39.4%,87.3%,15.8%,65.9%,
Alabama,Hale Shannon,257,0.501,45.3%,25.3%,53.8%,42.9%,23.7%,27.9%,23.5%,51.0%,32.8%,90.7%,35.4%,74.7%,
Alabama,Coleman Justin,243,0.459,38.3%,17.3%,50.0%,4.8%,22.2%,22.2%,0.0%,60.5%,27.2%,57.5%,33.7%,89.0%,
Alabama,Norris Riley,208,0.508,47.8%,19.2%,37.5%,33.3%,23.1%,35.4%,0.0%,57.7%,37.5%,88.9%,34.6%,65.3%,
Alabama,Taylor Jimmie,119,0.521,57.1%,55.5%,68.2%,55.6%,44.5%,43.4%,30.4%,0.0%,---,---,81.5%,37.1%,
Alabama,Kessens Michael,86,0.566,56.4%,67.4%,65.5%,65.8%,26.7%,39.1%,55.6%,5.8%,20.0%,100.0%,53.5%,54.3%,
Alabama,Hall Donta,61,0.568,60.7%,83.6%,68.6%,57.1%,16.4%,20.0%,100.0%,0.0%,---,---,72.1%,43.2%,
Alabama,Austin Brandon,59,0.378,37.3%,20.3%,66.7%,87.5%,11.9%,28.6%,50.0%,67.8%,20.0%,75.0%,6.8%,50.0%,
Alabama,Ingram Dazon,37,0.569,55.4%,62.2%,60.9%,14.3%,32.4%,41.7%,20.0%,5.4%,50.0%,100.0%,59.5%,59.1%,
Alabama,Schaffer Lawson,10,0.336,30.0%,10.0%,0.0%,---,0.0%,---,---,90.0%,22.2%,50.0%,40.0%,50.0%,
Alabama,Clark Christian,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Alabama,Total,1750,0.525,49.6%,30.8%,59.9%,37.5%,25.6%,34.8%,16.7%,43.6%,33.9%,77.2%,40.7%,64.3%,
Tennessee Tech,Rowe Torrance,430,0.563,50.6%,21.2%,57.1%,17.3%,24.4%,41.9%,15.9%,54.4%,34.6%,67.9%,34.7%,86.6%,
Tennessee Tech,Jugovic Aleksa,268,0.619,58.0%,13.8%,54.1%,35.0%,24.3%,44.6%,41.4%,61.9%,42.8%,87.3%,27.6%,86.5%,
Tennessee Tech,Martin Ryan,254,0.626,55.3%,58.3%,63.5%,60.6%,19.3%,42.9%,42.9%,22.4%,29.8%,100.0%,77.6%,78.2%,
Tennessee Tech,Rogers Hakeem,225,0.581,54.0%,22.7%,51.0%,11.5%,12.4%,25.0%,14.3%,64.9%,40.4%,66.1%,28.4%,84.4%,
Tennessee Tech,Morse Anthony,153,0.605,60.1%,56.9%,70.1%,72.1%,42.5%,47.7%,61.3%,0.7%,0.0%,---,61.4%,58.5%,
Tennessee Tech,Ramsey Mason,130,0.579,54.2%,47.7%,59.7%,73.0%,24.6%,53.1%,70.6%,27.7%,30.6%,100.0%,38.5%,74.0%,
Tennessee Tech,Thomas Shirmane,103,0.426,39.3%,45.6%,46.8%,27.3%,27.2%,28.6%,37.5%,27.2%,25.0%,85.7%,48.5%,54.0%,
Tennessee Tech,Hansbrough Tre,47,0.552,48.9%,29.8%,71.4%,10.0%,29.8%,28.6%,0.0%,40.4%,31.6%,66.7%,57.4%,74.1%,
Tennessee Tech,Alexander II Courtney,41,0.457,51.2%,80.5%,54.5%,55.6%,19.5%,37.5%,66.7%,0.0%,---,---,53.7%,22.7%,
Tennessee Tech,Henderson Markell,33,0.572,57.6%,30.3%,80.0%,37.5%,21.2%,28.6%,100.0%,48.5%,37.5%,83.3%,18.2%,50.0%,
Tennessee Tech,Moore Josiah,19,0.403,36.8%,26.3%,40.0%,0.0%,31.6%,33.3%,50.0%,42.1%,25.0%,100.0%,36.8%,57.1%,
Tennessee Tech,Frazier Savonte,19,0.667,65.8%,57.9%,72.7%,0.0%,10.5%,0.0%,---,31.6%,50.0%,66.7%,105.3%,65.0%,
Tennessee Tech,Hall Conner,8,0.559,56.2%,12.5%,0.0%,---,0.0%,---,---,87.5%,42.9%,100.0%,25.0%,50.0%,
Tennessee Tech,Total,1730,0.577,53.5%,34.5%,60.0%,46.6%,23.6%,41.1%,40.5%,41.8%,36.7%,77.4%,44.0%,74.3%,
Gardner-Webb,McBride Harold,361,0.512,46.0%,20.8%,45.3%,11.8%,32.1%,33.6%,5.1%,47.1%,36.5%,48.4%,29.9%,83.3%,
Gardner-Webb,Nelson Tyrell,324,0.582,56.6%,57.7%,71.1%,49.6%,37.0%,35.8%,51.2%,5.2%,29.4%,100.0%,50.3%,61.3%,
Gardner-Webb,Poston Dylan,292,0.487,46.4%,15.8%,43.5%,30.0%,16.1%,38.3%,22.2%,68.2%,32.7%,86.2%,19.2%,69.6%,
Gardner-Webb,Burbage Adonis,260,0.518,50.8%,11.5%,50.0%,26.7%,22.7%,35.6%,23.8%,65.8%,37.4%,89.1%,15.4%,62.5%,
Gardner-Webb,Ivey Isaiah,236,0.547,49.6%,13.1%,41.9%,46.2%,41.5%,38.8%,31.6%,45.3%,41.1%,88.6%,30.1%,85.9%,
Gardner-Webb,Rideau Laquincy,158,0.484,48.4%,53.8%,57.6%,20.4%,14.6%,21.7%,20.0%,31.6%,30.0%,73.3%,51.3%,45.7%,
Gardner-Webb,Efianayi David,123,0.532,52.0%,54.5%,62.7%,45.2%,21.1%,38.5%,10.0%,24.4%,26.7%,87.5%,26.0%,59.4%,
Gardner-Webb,Robateau Jamaal,84,0.424,38.7%,23.8%,70.0%,64.3%,11.9%,20.0%,0.0%,64.3%,20.4%,81.8%,26.2%,68.2%,
Gardner-Webb,Miller Brandon,76,0.558,55.3%,71.1%,66.7%,52.8%,28.9%,27.3%,50.0%,0.0%,---,---,72.4%,54.5%,
Gardner-Webb,Niangane L&#x27;Hassane,66,0.510,47.0%,78.8%,51.9%,48.1%,21.2%,28.6%,50.0%,0.0%,---,---,77.3%,58.8%,
Gardner-Webb,Laster DJ,33,0.490,48.5%,60.6%,60.0%,66.7%,9.1%,33.3%,0.0%,30.3%,20.0%,100.0%,30.3%,50.0%,
Gardner-Webb,Aholode Herve,28,0.490,46.4%,64.3%,50.0%,77.8%,32.1%,44.4%,100.0%,3.6%,0.0%,---,42.9%,58.3%,
Gardner-Webb,WHITETRA'VAUGHN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Gardner-Webb,Total,2041,0.521,49.4%,33.6%,59.0%,42.3%,26.8%,34.9%,29.3%,39.6%,34.1%,78.3%,34.3%,65.3%,
NJIT,Lynn Damon,524,0.535,48.5%,21.0%,50.0%,56.4%,12.2%,39.1%,16.0%,66.8%,33.1%,83.6%,30.7%,83.2%,
NJIT,Coleman Tim,352,0.578,53.6%,40.6%,58.7%,40.5%,27.0%,35.8%,35.3%,32.4%,41.2%,91.5%,39.5%,76.3%,
NJIT,Howard Ky,285,0.595,53.9%,54.0%,59.1%,35.2%,22.8%,38.5%,32.0%,23.2%,37.9%,100.0%,57.5%,76.2%,
NJIT,Ukawuba Rob,199,0.541,50.0%,49.7%,56.6%,41.1%,15.1%,30.0%,33.3%,35.2%,32.9%,95.7%,44.7%,69.7%,
NJIT,Jenkins Chris,166,0.578,58.1%,3.6%,66.7%,75.0%,10.2%,41.2%,57.1%,86.1%,39.9%,96.5%,5.4%,44.4%,
NJIT,Smith Terrence,163,0.570,57.7%,49.1%,66.2%,67.9%,50.9%,49.4%,56.1%,0.0%,---,---,23.9%,48.7%,
